Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:mt: Malta ^30.07.2021^,171.73,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ae: Vereinigte Arabische Emirate ^31.07.2021^,169.82,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:sc: Seychellen ^22.07.2021^,143.82,"Oxford/AstraZeneca, Sinopharm/Beijing"
:is: Island ^30.07.2021^,137.84,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:uy: Uruguay ^31.07.2021^,137.84,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:nr: Nauru ^27.07.2021^,136.46,Oxford/AstraZeneca
:bh: Bahrain ^31.07.2021^,135.48,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:cl: Chile ^28.07.2021^,133.29,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:sm: San Marino ^28.07.2021^,133.2,"Pfizer/BioNTech, Sputnik V"
:qa: Katar ^31.07.2021^,131.22,"Moderna, Pfizer/BioNTech"
:ca: Kanada ^31.07.2021^,130.6,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:il: Israel ^31.07.2021^,128.93,"Moderna, Pfizer/BioNTech"
:sg: Singapur ^30.07.2021^,128.28,"Moderna, Pfizer/BioNTech"
:mn: Mongolei ^30.07.2021^,126.73,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:dk: Dänemark ^30.07.2021^,126.49,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:gb: Vereinigtes Königreich ^30.07.2021^,125.12,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:be: Belgien ^29.07.2021^,123.41,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:es: Spanien ^29.07.2021^,120.17,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pt: Portugal ^31.07.2021^,118.87,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ie: Irland ^30.07.2021^,117.93,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:nl: Niederlande ^25.07.2021^,115.27,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cn: Volksrepublik China ^31.07.2021^,114.83,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
:it: Italien ^31.07.2021^,113.31,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lu: Luxemburg ^30.07.2021^,112.16,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cy: Zypern ^29.07.2021^,110.41,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:de: Deutschland ^30.07.2021^,109.87,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mv: Malediven ^27.07.2021^,107.98,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:at: Österreich ^31.07.2021^,107.63,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fr: Frankreich ^29.07.2021^,107.56,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ad: Andorra ^19.07.2021^,106.58,"Oxford/AstraZeneca, Pfizer/BioNTech"
:se: Schweden ^30.07.2021^,104.62,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mc: Monaco ^22.07.2021^,103.53,Pfizer/BioNTech
:us: Vereinigte Staaten ^31.07.2021^,103.35,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:ch: Schweiz ^29.07.2021^,103.28,"Moderna, Pfizer/BioNTech"
:li: Liechtenstein ^29.07.2021^,102.8,"Moderna, Pfizer/BioNTech"
:fi: Finnland ^30.07.2021^,101.34,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:gr: Griechenland ^31.07.2021^,101.09,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:no: Norwegen ^29.07.2021^,98.98,"Moderna, Pfizer/BioNTech"
:lt: Litauen ^31.07.2021^,97.64,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cz: Tschechien ^31.07.2021^,96.57,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:do: Dominikanische Republik ^30.07.2021^,93.29,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
:mu: Mauritius ^26.07.2021^,90.94,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing"
:pl: Polen ^30.07.2021^,90.72,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:tr: Türkei ^31.07.2021^,86.88,"Pfizer/BioNTech, Sinovac"
:ee: Estland ^31.07.2021^,85.47,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:si: Slowenien ^31.07.2021^,83.23,"Oxford/AstraZeneca, Pfizer/BioNTech"
:kn: St. Kitts und Nevis ^28.07.2021^,81.62,Oxford/AstraZeneca
:rs: Serbien ^30.07.2021^,81.28,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:cu: Kuba ^28.07.2021^,80.95,"Abdala, Soberana02"
:sk: Slowakei ^30.07.2021^,77.29,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sa: Saudi-Arabien ^31.07.2021^,77.18,"Oxford/AstraZeneca, Pfizer/BioNTech"
:hr: Kroatien ^30.07.2021^,74.75,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lv: Lettland ^30.07.2021^,71.44,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:kh: Kambodscha ^29.07.2021^,70.59,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac"
:ar: Argentinien ^31.07.2021^,70.53,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
:ag: Antigua und Barbuda ^28.07.2021^,70.17,Oxford/AstraZeneca
:br: Brasilien ^31.07.2021^,67.03,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:sv: El Salvador ^30.07.2021^,66.44,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:jp: Japan ^29.07.2021^,66.42,"Moderna, Pfizer/BioNTech"
:ma: Marokko ^31.07.2021^,64.36,"Oxford/AstraZeneca, Sinopharm/Beijing"
:ec: Ecuador ^30.07.2021^,63.61,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:my: Malaysia ^31.07.2021^,63.44,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:cr: Costa Rica ^26.07.2021^,62.7,"Oxford/AstraZeneca, Pfizer/BioNTech"
:bb: Barbados ^27.07.2021^,60.59,Oxford/AstraZeneca
:fj: Fidschi ^27.07.2021^,60.06,Oxford/AstraZeneca
:pa: Panama ^30.07.2021^,59.64,"Oxford/AstraZeneca, Pfizer/BioNTech"
:dm: Dominica ^30.07.2021^,56.19,"Oxford/AstraZeneca, Sinopharm/Beijing"
:kw: Kuwait ^03.07.2021^,55.62,Pfizer/BioNTech
:lk: Sri Lanka ^31.07.2021^,54.96,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
