Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:cu: Kuba ^21.10.2021^,222.51,"Abdala, Soberana02"
:ae: Vereinigte Arabische Emirate ^23.10.2021^,208.8,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:uy: Uruguay ^23.10.2021^,187.89,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:cl: Chile ^21.10.2021^,182.02,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:il: Israel ^23.10.2021^,180.06,"Moderna, Pfizer/BioNTech"
:sg: Singapur ^22.10.2021^,169.41,"Moderna, Pfizer/BioNTech, Sinovac"
:mt: Malta ^22.10.2021^,168.18,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:is: Island ^21.10.2021^,165.36,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:qa: Katar ^23.10.2021^,164.04,"Moderna, Pfizer/BioNTech"
:sc: Seychellen ^15.10.2021^,161.15,"Oxford/AstraZeneca, Sinopharm/Beijing"
:kh: Kambodscha ^20.10.2021^,159.32,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac"
:pt: Portugal ^18.10.2021^,158.97,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bh: Bahrain ^23.10.2021^,156.49,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:cn: Volksrepublik China ^21.10.2021^,155.14,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, ZF2001"
:ca: Kanada ^23.10.2021^,152.68,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:es: Spanien ^21.10.2021^,152.48,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:dk: Dänemark ^21.10.2021^,151.84,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:my: Malaysia ^23.10.2021^,149.33,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:it: Italien ^23.10.2021^,146.91,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
":kr: Korea, Süd ^23.10.2021^",146.75,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ie: Irland ^20.10.2021^,146.45,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:jp: Japan ^21.10.2021^,145.45,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:no: Norwegen ^21.10.2021^,144.89,"Moderna, Pfizer/BioNTech"
:fr: Frankreich ^21.10.2021^,144.88,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:be: Belgien ^21.10.2021^,144.35,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fi: Finnland ^23.10.2021^,144.01,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bt: Bhutan ^18.10.2021^,141.49,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:se: Schweden ^22.10.2021^,141.09,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:gb: Vereinigtes Königreich ^22.10.2021^,139.42,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sm: San Marino ^10.10.2021^,139.08,"Pfizer/BioNTech, Sputnik V"
:nl: Niederlande ^20.10.2021^,139.08,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mv: Malediven ^17.10.2021^,137.1,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:nr: Nauru ^31.08.2021^,136.7,Oxford/AstraZeneca
:nz: Neuseeland ^23.10.2021^,135.88,Pfizer/BioNTech
:mu: Mauritius ^21.10.2021^,135.52,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing"
:tr: Türkei ^23.10.2021^,135.42,"Pfizer/BioNTech, Sinovac"
:cy: Zypern ^20.10.2021^,134.3,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:au: Australien ^23.10.2021^,132.77,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:de: Deutschland ^22.10.2021^,132.04,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mn: Mongolei ^20.10.2021^,131.9,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:ad: Andorra ^26.09.2021^,131.9,"Oxford/AstraZeneca, Pfizer/BioNTech"
:bn: Brunei ^18.10.2021^,131.19,"Oxford/AstraZeneca, Sinopharm/Beijing"
:lk: Sri Lanka ^23.10.2021^,130.09,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:sa: Saudi-Arabien ^23.10.2021^,127.82,"Oxford/AstraZeneca, Pfizer/BioNTech"
:sv: El Salvador ^21.10.2021^,127.53,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
:lu: Luxemburg ^16.10.2021^,126.99,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ar: Argentinien ^23.10.2021^,126.62,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:mc: Monaco ^16.09.2021^,126.47,Pfizer/BioNTech
:li: Liechtenstein ^21.10.2021^,126.12,"Moderna, Pfizer/BioNTech"
:fj: Fidschi ^18.10.2021^,125.92,Oxford/AstraZeneca
:at: Österreich ^23.10.2021^,125.78,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ch: Schweiz ^21.10.2021^,125.45,"Moderna, Pfizer/BioNTech"
:br: Brasilien ^23.10.2021^,125.33,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:lt: Litauen ^23.10.2021^,124.5,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:tm: Turkmenistan ^29.08.2021^,123.91,"EpiVacCorona, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
:pa: Panama ^23.10.2021^,123.17,"Oxford/AstraZeneca, Pfizer/BioNTech"
:us: Vereinigte Staaten ^23.10.2021^,122.76,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:ma: Marokko ^19.10.2021^,121.17,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:gr: Griechenland ^23.10.2021^,121.09,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ec: Ecuador ^19.10.2021^,120.15,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:cr: Costa Rica ^18.10.2021^,119.17,"Oxford/AstraZeneca, Pfizer/BioNTech"
:do: Dominikanische Republik ^22.10.2021^,118.87,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
:cz: Tschechien ^23.10.2021^,111.5,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:si: Slowenien ^23.10.2021^,110.38,"Oxford/AstraZeneca, Pfizer/BioNTech"
:ee: Estland ^23.10.2021^,106.83,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ag: Antigua und Barbuda ^19.10.2021^,104.16,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V"
:pl: Polen ^23.10.2021^,102.18,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:om: Oman ^11.10.2021^,100.6,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
:lv: Lettland ^22.10.2021^,99.1,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
