Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:il: Israel ^10.02.2021^,69.46,"Moderna, Pfizer/BioNTech"
:ae: Vereinigte Arabische Emirate ^10.02.2021^,47.37,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:sc: Seychellen ^09.02.2021^,45.17,"Oxford/AstraZeneca, Sinopharm/Beijing"
:gb: Vereinigtes Königreich ^09.02.2021^,20.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
:us: Vereinigte Staaten ^10.02.2021^,13.39,"Moderna, Pfizer/BioNTech"
:bh: Bahrain ^10.02.2021^,12.91,"Pfizer/BioNTech, Sinopharm/Beijing"
:mt: Malta ^10.02.2021^,9.81,Pfizer/BioNTech
:rs: Serbien ^10.02.2021^,9.41,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:dk: Dänemark ^09.02.2021^,6.14,"Moderna, Pfizer/BioNTech"
:mc: Monaco ^18.01.2021^,6.12,Pfizer/BioNTech
:cl: Chile ^09.02.2021^,5.58,"Pfizer/BioNTech, Sinovac"
:is: Island ^08.02.2021^,5.17,"Moderna, Pfizer/BioNTech"
:ro: Rumänien ^10.02.2021^,5.05,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lt: Litauen ^10.02.2021^,5.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ie: Irland ^07.02.2021^,4.87,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:es: Spanien ^09.02.2021^,4.78,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ch: Schweiz ^07.02.2021^,4.77,"Moderna, Pfizer/BioNTech"
:si: Slowenien ^09.02.2021^,4.72,"Oxford/AstraZeneca, Pfizer/BioNTech"
:pl: Polen ^09.02.2021^,4.69,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:it: Italien ^10.02.2021^,4.58,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sk: Slowakei ^09.02.2021^,4.44,Pfizer/BioNTech
:gr: Griechenland ^10.02.2021^,4.41,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ee: Estland ^10.02.2021^,4.39,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sg: Singapur ^10.02.2021^,4.38,Pfizer/BioNTech
:no: Norwegen ^09.02.2021^,4.23,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fi: Finnland ^10.02.2021^,4.22,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:hu: Ungarn ^09.02.2021^,4.2,Pfizer/BioNTech
:de: Deutschland ^09.02.2021^,4.19,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:se: Schweden ^10.02.2021^,3.99,"Oxford/AstraZeneca, Pfizer/BioNTech"
:be: Belgien ^09.02.2021^,3.97,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pt: Portugal ^10.02.2021^,3.92,"Moderna, Pfizer/BioNTech"
:cy: Zypern ^05.02.2021^,3.75,Pfizer/BioNTech
:cz: Tschechien ^10.02.2021^,3.73,"Moderna, Pfizer/BioNTech"
:fr: Frankreich ^09.02.2021^,3.47,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:tr: Türkei ^10.02.2021^,3.31,Sinovac
:ca: Kanada ^10.02.2021^,3.06,"Moderna, Pfizer/BioNTech"
:mv: Malediven ^09.02.2021^,3.01,Oxford/AstraZeneca
:lu: Luxemburg ^09.02.2021^,2.98,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cn: Volksrepublik China ^09.02.2021^,2.82,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
:nl: Niederlande ^10.02.2021^,2.69,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:hr: Kroatien ^09.02.2021^,2.49,Pfizer/BioNTech
:li: Liechtenstein ^03.02.2021^,2.18,"Moderna, Pfizer/BioNTech"
:ma: Marokko ^10.02.2021^,2.02,"Oxford/AstraZeneca, Sinopharm/Beijing"
:br: Brasilien ^10.02.2021^,1.94,"Oxford/AstraZeneca, Sinovac"
:lv: Lettland ^09.02.2021^,1.74,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cr: Costa Rica ^08.02.2021^,1.47,Pfizer/BioNTech
:ad: Andorra ^01.02.2021^,1.34,Pfizer/BioNTech
:sa: Saudi-Arabien ^07.02.2021^,1.27,Pfizer/BioNTech
:ar: Argentinien ^10.02.2021^,1.18,Sputnik V
:om: Oman ^10.02.2021^,0.97,"Oxford/AstraZeneca, Pfizer/BioNTech"
:bg: Bulgarien ^10.02.2021^,0.95,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lk: Sri Lanka ^10.02.2021^,0.83,Oxford/AstraZeneca
:kw: Kuwait ^26.01.2021^,0.82,Pfizer/BioNTech
:ru: Russland ^13.01.2021^,0.69,Sputnik V
:mx: Mexiko ^10.02.2021^,0.56,Pfizer/BioNTech
:np: Nepal ^04.02.2021^,0.54,Oxford/AstraZeneca
:in: Indien ^10.02.2021^,0.51,"Covaxin, Oxford/AstraZeneca"
:id: Indonesien ^10.02.2021^,0.46,Sinovac
:pa: Panama ^24.01.2021^,0.15,Pfizer/BioNTech
:ec: Ecuador ^04.02.2021^,0.04,Pfizer/BioNTech
:pe: Peru ^10.02.2021^,0.03,Sinopharm/Beijing
:bo: Bolivien ^03.02.2021^,0.03,Sputnik V
:bd: Bangladesch ^07.02.2021^,0.02,Oxford/AstraZeneca
:mm: Myanmar ^27.01.2021^,0.01,Oxford/AstraZeneca
:eg: Ägypten ^30.01.2021^,0.0,Sinopharm/Beijing
:dz: Algerien ^30.01.2021^,0.0,Sputnik V
:at: Österreich ^10.02.2021^,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
