Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:il: Israel ^06.03.2021^,99.88,"Moderna, Pfizer/BioNTech"
:sc: Seychellen ^05.03.2021^,83.09,"Oxford/AstraZeneca, Sinopharm/Beijing"
:ae: Vereinigte Arabische Emirate ^06.03.2021^,63.35,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:gb: Vereinigtes Königreich ^05.03.2021^,33.71,"Oxford/AstraZeneca, Pfizer/BioNTech"
:bh: Bahrain ^06.03.2021^,29.77,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:mv: Malediven ^06.03.2021^,26.97,Oxford/AstraZeneca
:us: Vereinigte Staaten ^06.03.2021^,26.29,"Moderna, Pfizer/BioNTech"
:rs: Serbien ^06.03.2021^,24.25,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:cl: Chile ^06.03.2021^,24.13,"Pfizer/BioNTech, Sinovac"
:mt: Malta ^05.03.2021^,21.02,Pfizer/BioNTech
:bb: Barbados ^04.03.2021^,16.16,Oxford/AstraZeneca
:hu: Ungarn ^06.03.2021^,13.34,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:dk: Dänemark ^05.03.2021^,12.22,"Moderna, Pfizer/BioNTech"
:ma: Marokko ^06.03.2021^,12.17,"Oxford/AstraZeneca, Sinopharm/Beijing"
:tr: Türkei ^06.03.2021^,11.72,Sinovac
:is: Island ^05.03.2021^,11.65,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cy: Zypern ^05.03.2021^,11.42,Pfizer/BioNTech
:lt: Litauen ^06.03.2021^,10.87,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:no: Norwegen ^04.03.2021^,10.67,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:gr: Griechenland ^06.03.2021^,10.47,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pl: Polen ^06.03.2021^,10.44,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fi: Finnland ^06.03.2021^,10.21,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ch: Schweiz ^03.03.2021^,10.19,"Moderna, Pfizer/BioNTech"
:ee: Estland ^05.03.2021^,10.14,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ie: Irland ^04.03.2021^,10.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pt: Portugal ^06.03.2021^,9.93,"Moderna, Pfizer/BioNTech"
:si: Slowenien ^05.03.2021^,9.79,"Oxford/AstraZeneca, Pfizer/BioNTech"
:sg: Singapur ^04.03.2021^,9.66,Pfizer/BioNTech
:sk: Slowakei ^06.03.2021^,9.58,Pfizer/BioNTech
:es: Spanien ^04.03.2021^,9.56,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ro: Rumänien ^05.03.2021^,9.01,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:at: Österreich ^06.03.2021^,8.92,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:se: Schweden ^05.03.2021^,8.82,"Oxford/AstraZeneca, Pfizer/BioNTech"
:it: Italien ^06.03.2021^,8.8,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:de: Deutschland ^05.03.2021^,8.74,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:be: Belgien ^05.03.2021^,8.14,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fr: Frankreich ^05.03.2021^,8.09,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:nl: Niederlande ^28.02.2021^,7.8,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cz: Tschechien ^06.03.2021^,7.64,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:li: Liechtenstein ^03.03.2021^,7.13,"Moderna, Pfizer/BioNTech"
:lu: Luxemburg ^04.03.2021^,7.06,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ca: Kanada ^06.03.2021^,6.17,"Moderna, Pfizer/BioNTech"
:mc: Monaco ^18.01.2021^,6.12,Pfizer/BioNTech
:hr: Kroatien ^04.03.2021^,5.89,Pfizer/BioNTech
:sm: San Marino ^05.03.2021^,5.54,Sputnik V
:br: Brasilien ^06.03.2021^,4.98,"Oxford/AstraZeneca, Sinovac"
:qa: Katar ^18.02.2021^,4.86,Pfizer/BioNTech
:ru: Russland ^06.03.2021^,4.51,"EpiVacCorona, Sputnik V"
:pa: Panama ^06.03.2021^,4.51,Pfizer/BioNTech
:lv: Lettland ^06.03.2021^,4.35,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bg: Bulgarien ^06.03.2021^,4.13,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:kw: Kuwait ^15.02.2021^,4.1,Pfizer/BioNTech
:cr: Costa Rica ^05.03.2021^,3.79,Pfizer/BioNTech
:cn: Volksrepublik China ^28.02.2021^,3.65,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
:sa: Saudi-Arabien ^05.03.2021^,3.63,"Oxford/AstraZeneca, Pfizer/BioNTech"
:do: Dominikanische Republik ^06.03.2021^,3.46,Oxford/AstraZeneca
:lk: Sri Lanka ^06.03.2021^,3.38,Oxford/AstraZeneca
:az: Aserbaidschan ^03.03.2021^,3.33,"Oxford/AstraZeneca, Sputnik V"
:ad: Andorra ^26.02.2021^,3.27,Pfizer/BioNTech
:ar: Argentinien ^05.03.2021^,3.0,Sputnik V
:bd: Bangladesch ^04.03.2021^,2.17,Oxford/AstraZeneca
:mx: Mexiko ^06.03.2021^,2.15,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V"
:uy: Uruguay ^05.03.2021^,2.03,Sinovac
:in: Indien ^06.03.2021^,1.52,"Covaxin, Oxford/AstraZeneca"
:jo: Jordanien ^25.02.2021^,1.47,"Pfizer/BioNTech, Sinopharm/Beijing"
:np: Nepal ^20.02.2021^,1.38,Oxford/AstraZeneca
:om: Oman ^23.02.2021^,1.32,"Oxford/AstraZeneca, Pfizer/BioNTech"
:id: Indonesien ^05.03.2021^,1.29,Sinovac
:rw: Ruanda ^06.03.2021^,1.23,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pe: Peru ^05.03.2021^,1.11,Sinopharm/Beijing
:bo: Bolivien ^06.03.2021^,0.91,Sputnik V
:lb: Libanon ^06.03.2021^,0.89,Pfizer/BioNTech
":kr: Korea, Süd ^06.03.2021^",0.61,Oxford/AstraZeneca
:al: Albanien ^03.03.2021^,0.55,Pfizer/BioNTech
:co: Kolumbien ^06.03.2021^,0.53,Pfizer/BioNTech
:kh: Kambodscha ^06.03.2021^,0.4,Sinopharm/Beijing
:ec: Ecuador ^05.03.2021^,0.4,Pfizer/BioNTech
:sn: Senegal ^06.03.2021^,0.38,Sinopharm/Beijing
:me: Montenegro ^05.03.2021^,0.36,Sputnik V
:my: Malaysia ^05.03.2021^,0.35,Sinovac
:au: Australien ^06.03.2021^,0.3,Pfizer/BioNTech
:mu: Mauritius ^17.02.2021^,0.3,Oxford/AstraZeneca
:sv: El Salvador ^25.02.2021^,0.25,Oxford/AstraZeneca
:bz: Belize ^05.03.2021^,0.25,Oxford/AstraZeneca
:gy: Guyana ^22.02.2021^,0.24,Oxford/AstraZeneca
:by: Belarus ^18.02.2021^,0.22,Sputnik V
:zw: Simbabwe ^06.03.2021^,0.22,Sinopharm/Beijing
:nz: Neuseeland ^03.03.2021^,0.2,Pfizer/BioNTech
:mm: Myanmar ^02.02.2021^,0.19,Oxford/AstraZeneca
:dz: Algerien ^19.02.2021^,0.17,Sputnik V
:mn: Mongolei ^26.02.2021^,0.15,Oxford/AstraZeneca
:za: Südafrika ^28.02.2021^,0.12,Johnson&Johnson
:kz: Kasachstan ^24.02.2021^,0.12,Sputnik V
:jp: Japan ^05.03.2021^,0.04,Pfizer/BioNTech
:ve: Venezuela ^04.03.2021^,0.04,Sputnik V
:ua: Ukraine ^06.03.2021^,0.04,Oxford/AstraZeneca
:hn: Honduras ^28.02.2021^,0.03,Moderna
:tt: Trinidad und Tobago ^22.02.2021^,0.03,Oxford/AstraZeneca
:pk: Pakistan ^21.02.2021^,0.03,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
:th: Thailand ^02.03.2021^,0.01,Sinovac
:gt: Guatemala ^01.03.2021^,0.01,Sinovac
:py: Paraguay ^25.02.2021^,0.01,Sputnik V
:ir: Iran ^17.02.2021^,0.01,Sputnik V
:eg: Ägypten ^30.01.2021^,0.0,Sinopharm/Beijing
:ph: Philippinen ^02.03.2021^,0.0,Sinovac
