Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:il: Israel ^08.02.2021^,65.83,"Moderna, Pfizer/BioNTech"
:ae: Vereinigte Arabische Emirate ^08.02.2021^,44.63,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:sc: Seychellen ^06.02.2021^,39.84,"Oxford/AstraZeneca, Sinopharm/Beijing"
:gb: Vereinigtes Königreich ^07.02.2021^,18.86,"Oxford/AstraZeneca, Pfizer/BioNTech"
:us: Vereinigte Staaten ^08.02.2021^,12.68,"Moderna, Pfizer/BioNTech"
:bh: Bahrain ^08.02.2021^,11.82,"Pfizer/BioNTech, Sinopharm/Beijing"
:mt: Malta ^08.02.2021^,8.89,Pfizer/BioNTech
:rs: Serbien ^07.02.2021^,8.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:mc: Monaco ^18.01.2021^,6.12,Pfizer/BioNTech
:dk: Dänemark ^07.02.2021^,5.84,"Moderna, Pfizer/BioNTech"
:is: Island ^08.02.2021^,5.17,"Moderna, Pfizer/BioNTech"
:si: Slowenien ^07.02.2021^,4.68,"Oxford/AstraZeneca, Pfizer/BioNTech"
:lt: Litauen ^08.02.2021^,4.67,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ie: Irland ^05.02.2021^,4.67,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ro: Rumänien ^08.02.2021^,4.63,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:es: Spanien ^07.02.2021^,4.5,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pl: Polen ^07.02.2021^,4.38,Pfizer/BioNTech
:it: Italien ^08.02.2021^,4.35,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ch: Schweiz ^03.02.2021^,4.25,"Moderna, Pfizer/BioNTech"
:cl: Chile ^08.02.2021^,4.17,"Pfizer/BioNTech, Sinovac"
:sk: Slowakei ^08.02.2021^,4.16,Pfizer/BioNTech
:hu: Ungarn ^08.02.2021^,4.16,Pfizer/BioNTech
:ee: Estland ^08.02.2021^,4.03,Pfizer/BioNTech
:no: Norwegen ^07.02.2021^,4.02,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:gr: Griechenland ^08.02.2021^,4.01,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fi: Finnland ^08.02.2021^,3.98,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:de: Deutschland ^07.02.2021^,3.91,"Moderna, Pfizer/BioNTech"
:pt: Portugal ^08.02.2021^,3.88,Pfizer/BioNTech
:cy: Zypern ^05.02.2021^,3.75,Pfizer/BioNTech
:be: Belgien ^07.02.2021^,3.64,"Moderna, Pfizer/BioNTech"
:cz: Tschechien ^08.02.2021^,3.42,"Moderna, Pfizer/BioNTech"
:se: Schweden ^05.02.2021^,3.4,"Oxford/AstraZeneca, Pfizer/BioNTech"
:tr: Türkei ^08.02.2021^,3.16,Sinovac
:at: Österreich ^08.02.2021^,3.14,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fr: Frankreich ^07.02.2021^,3.13,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sg: Singapur ^02.02.2021^,3.09,Pfizer/BioNTech
:ca: Kanada ^08.02.2021^,2.9,"Moderna, Pfizer/BioNTech"
:lu: Luxemburg ^07.02.2021^,2.82,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:nl: Niederlande ^08.02.2021^,2.42,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:hr: Kroatien ^04.02.2021^,2.33,Pfizer/BioNTech
:li: Liechtenstein ^03.02.2021^,2.18,"Moderna, Pfizer/BioNTech"
:cn: Volksrepublik China ^03.02.2021^,2.17,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
:mv: Malediven ^07.02.2021^,1.8,Oxford/AstraZeneca
:lv: Lettland ^08.02.2021^,1.73,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:br: Brasilien ^08.02.2021^,1.7,"Oxford/AstraZeneca, Sinovac"
:ma: Marokko ^08.02.2021^,1.49,"Oxford/AstraZeneca, Sinopharm/Beijing"
:cr: Costa Rica ^08.02.2021^,1.47,Pfizer/BioNTech
:ad: Andorra ^01.02.2021^,1.34,Pfizer/BioNTech
:sa: Saudi-Arabien ^07.02.2021^,1.27,Pfizer/BioNTech
:ar: Argentinien ^08.02.2021^,1.13,Sputnik V
:bg: Bulgarien ^08.02.2021^,0.85,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:kw: Kuwait ^26.01.2021^,0.82,Pfizer/BioNTech
:om: Oman ^08.02.2021^,0.77,Pfizer/BioNTech
:lk: Sri Lanka ^06.02.2021^,0.75,Oxford/AstraZeneca
:ru: Russland ^13.01.2021^,0.69,Sputnik V
:mx: Mexiko ^08.02.2021^,0.56,Pfizer/BioNTech
:np: Nepal ^04.02.2021^,0.54,Oxford/AstraZeneca
:in: Indien ^08.02.2021^,0.45,"Covaxin, Oxford/AstraZeneca"
:id: Indonesien ^08.02.2021^,0.36,Sinovac
:pa: Panama ^24.01.2021^,0.15,Pfizer/BioNTech
:ec: Ecuador ^04.02.2021^,0.04,Pfizer/BioNTech
:bo: Bolivien ^03.02.2021^,0.03,Sputnik V
:bd: Bangladesch ^07.02.2021^,0.02,Oxford/AstraZeneca
:mm: Myanmar ^27.01.2021^,0.01,Oxford/AstraZeneca
:eg: Ägypten ^30.01.2021^,0.0,Sinopharm/Beijing
:dz: Algerien ^30.01.2021^,0.0,Sputnik V
