Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:il: Israel ^05.03.2021^,98.94,"Moderna, Pfizer/BioNTech"
:sc: Seychellen ^05.03.2021^,83.09,"Oxford/AstraZeneca, Sinopharm/Beijing"
:ae: Vereinigte Arabische Emirate ^05.03.2021^,63.04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:gb: Vereinigtes Königreich ^04.03.2021^,32.99,"Oxford/AstraZeneca, Pfizer/BioNTech"
:us: Vereinigte Staaten ^05.03.2021^,25.42,"Moderna, Pfizer/BioNTech"
:mv: Malediven ^04.03.2021^,25.37,Oxford/AstraZeneca
:cl: Chile ^05.03.2021^,23.89,"Pfizer/BioNTech, Sinovac"
:rs: Serbien ^05.03.2021^,23.79,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:mt: Malta ^04.03.2021^,20.37,Pfizer/BioNTech
:bh: Bahrain ^05.03.2021^,18.05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:bb: Barbados ^04.03.2021^,16.16,Oxford/AstraZeneca
:hu: Ungarn ^05.03.2021^,12.98,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:ma: Marokko ^05.03.2021^,11.86,"Oxford/AstraZeneca, Sinopharm/Beijing"
:dk: Dänemark ^04.03.2021^,11.84,"Moderna, Pfizer/BioNTech"
:is: Island ^05.03.2021^,11.65,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:tr: Türkei ^05.03.2021^,11.57,Sinovac
:cy: Zypern ^05.03.2021^,11.42,Pfizer/BioNTech
:lt: Litauen ^05.03.2021^,10.82,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:no: Norwegen ^04.03.2021^,10.67,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ch: Schweiz ^03.03.2021^,10.19,"Moderna, Pfizer/BioNTech"
:gr: Griechenland ^05.03.2021^,10.16,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ee: Estland ^05.03.2021^,10.14,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pl: Polen ^04.03.2021^,10.02,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sg: Singapur ^04.03.2021^,9.66,Pfizer/BioNTech
:fi: Finnland ^05.03.2021^,9.62,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:es: Spanien ^04.03.2021^,9.56,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pt: Portugal ^05.03.2021^,9.53,"Moderna, Pfizer/BioNTech"
:ie: Irland ^02.03.2021^,9.33,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:si: Slowenien ^04.03.2021^,9.31,"Oxford/AstraZeneca, Pfizer/BioNTech"
:sk: Slowakei ^04.03.2021^,9.22,Pfizer/BioNTech
:se: Schweden ^05.03.2021^,8.82,"Oxford/AstraZeneca, Pfizer/BioNTech"
:ro: Rumänien ^04.03.2021^,8.76,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:it: Italien ^05.03.2021^,8.53,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:de: Deutschland ^04.03.2021^,8.45,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:at: Österreich ^04.03.2021^,8.24,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:nl: Niederlande ^28.02.2021^,7.8,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:be: Belgien ^04.03.2021^,7.77,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fr: Frankreich ^04.03.2021^,7.71,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cz: Tschechien ^05.03.2021^,7.52,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:li: Liechtenstein ^03.03.2021^,7.13,"Moderna, Pfizer/BioNTech"
:lu: Luxemburg ^04.03.2021^,7.06,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mc: Monaco ^18.01.2021^,6.12,Pfizer/BioNTech
:ca: Kanada ^05.03.2021^,5.98,"Moderna, Pfizer/BioNTech"
:hr: Kroatien ^04.03.2021^,5.89,Pfizer/BioNTech
:qa: Katar ^18.02.2021^,4.86,Pfizer/BioNTech
:br: Brasilien ^05.03.2021^,4.78,"Oxford/AstraZeneca, Sinovac"
:ru: Russland ^05.03.2021^,4.32,"EpiVacCorona, Sputnik V"
