Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:ae: Vereinigte Arabische Emirate ^06.10.2021^,203.39,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:cu: Kuba ^04.10.2021^,191.57,"Abdala, Soberana02"
:uy: Uruguay ^06.10.2021^,182.21,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:il: Israel ^06.10.2021^,176.19,"Moderna, Pfizer/BioNTech"
:cl: Chile ^04.10.2021^,170.22,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:qa: Katar ^06.10.2021^,161.88,"Moderna, Pfizer/BioNTech"
:sg: Singapur ^05.10.2021^,161.79,"Moderna, Pfizer/BioNTech, Sinovac"
:is: Island ^30.09.2021^,161.52,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mt: Malta ^27.09.2021^,159.08,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pt: Portugal ^04.10.2021^,157.77,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cn: Volksrepublik China ^06.10.2021^,153.47,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, ZF2001"
:dk: Dänemark ^05.10.2021^,151.25,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:es: Spanien ^05.10.2021^,151.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bh: Bahrain ^06.10.2021^,150.47,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:sc: Seychellen ^16.09.2021^,150.04,"Oxford/AstraZeneca, Sinopharm/Beijing"
:ca: Kanada ^06.10.2021^,149.02,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ie: Irland ^05.10.2021^,145.27,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:kh: Kambodscha ^06.10.2021^,144.26,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac"
:no: Norwegen ^05.10.2021^,143.52,"Moderna, Pfizer/BioNTech"
:be: Belgien ^05.10.2021^,143.23,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:it: Italien ^06.10.2021^,142.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fr: Frankreich ^05.10.2021^,141.49,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bt: Bhutan ^26.09.2021^,138.62,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:fi: Finnland ^06.10.2021^,138.52,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sm: San Marino ^27.09.2021^,138.49,"Pfizer/BioNTech, Sputnik V"
:gb: Vereinigtes Königreich ^05.10.2021^,137.94,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:nl: Niederlande ^04.10.2021^,137.82,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:my: Malaysia ^06.10.2021^,137.32,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:nr: Nauru ^31.08.2021^,136.7,Oxford/AstraZeneca
:se: Schweden ^05.10.2021^,136.69,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:jp: Japan ^06.10.2021^,135.81,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mv: Malediven ^05.10.2021^,135.37,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:ad: Andorra ^26.09.2021^,131.9,"Oxford/AstraZeneca, Pfizer/BioNTech"
:mn: Mongolei ^06.10.2021^,131.7,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
