Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:cu: Kuba ^22.01.2022^,297.42,"Abdala, Soberana02"
:cl: Chile ^21.01.2022^,240.26,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:ae: Vereinigte Arabische Emirate ^24.01.2022^,233.35,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:mt: Malta ^23.01.2022^,231.55,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sg: Singapur ^17.01.2022^,228.19,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
:dk: Dänemark ^23.01.2022^,223.7,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
":kr: Korea, Süd ^24.01.2022^",219.2,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bn: Brunei ^14.01.2022^,214.29,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:uy: Uruguay ^24.01.2022^,209.87,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:it: Italien ^24.01.2022^,206.59,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ie: Irland ^23.01.2022^,206.4,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pt: Portugal ^24.01.2022^,206.4,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:is: Island ^20.01.2022^,206.28,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cn: Volksrepublik China ^24.01.2022^,205.89,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, ZF2001"
:be: Belgien ^23.01.2022^,204.6,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:gb: Vereinigtes Königreich ^23.01.2022^,201.41,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ca: Kanada ^24.01.2022^,200.31,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fr: Frankreich ^23.01.2022^,199.7,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:no: Norwegen ^23.01.2022^,197.49,"Moderna, Pfizer/BioNTech"
:de: Deutschland ^23.01.2022^,193.22,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sc: Seychellen ^18.01.2022^,192.86,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
:kh: Kambodscha ^23.01.2022^,192.11,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac"
:at: Österreich ^23.01.2022^,191.9,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:qa: Katar ^24.01.2022^,191.82,"Moderna, Pfizer/BioNTech"
:il: Israel ^24.01.2022^,191.41,"Moderna, Pfizer/BioNTech"
:nl: Niederlande ^22.01.2022^,190.87,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bh: Bahrain ^24.01.2022^,190.62,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:my: Malaysia ^24.01.2022^,190.57,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
:lu: Luxemburg ^22.01.2022^,190.04,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:es: Spanien ^23.01.2022^,189.88,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fi: Finnland ^20.01.2022^,188.56,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:au: Australien ^24.01.2022^,187.41,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ar: Argentinien ^23.01.2022^,186.32,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:cy: Zypern ^22.01.2022^,186.11,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:se: Schweden ^21.01.2022^,184.28,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:gr: Griechenland ^24.01.2022^,181.98,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:vn: Vietnam ^23.01.2022^,179.72,"Abdala, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:li: Liechtenstein ^23.01.2022^,179.12,"Moderna, Pfizer/BioNTech"
:nz: Neuseeland ^24.01.2022^,177.43,"Oxford/AstraZeneca, Pfizer/BioNTech"
:ad: Andorra ^16.01.2022^,175.07,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sm: San Marino ^16.01.2022^,174.48,"Pfizer/BioNTech, Sputnik V"
:ch: Schweiz ^23.01.2022^,173.23,"Moderna, Pfizer/BioNTech"
:kw: Kuwait ^23.01.2022^,167.35,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:br: Brasilien ^24.01.2022^,165.84,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:tr: Türkei ^24.01.2022^,165.73,"Pfizer/BioNTech, Sinovac, Turkovac"
:ec: Ecuador ^22.01.2022^,165.15,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
