Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:cu: Kuba ^21.12.2021^,260.33,"Abdala, Soberana02"
:cl: Chile ^21.12.2021^,224.73,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:ae: Vereinigte Arabische Emirate ^23.12.2021^,223.97,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:is: Island ^23.12.2021^,208.04,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:dk: Dänemark ^23.12.2021^,200.26,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:uy: Uruguay ^23.12.2021^,198.84,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:mt: Malta ^22.12.2021^,198.31,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
":kr: Korea, Süd ^23.12.2021^",192.84,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:gb: Vereinigtes Königreich ^22.12.2021^,191.35,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cn: Volksrepublik China ^22.12.2021^,188.3,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, ZF2001"
:ie: Irland ^22.12.2021^,187.59,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pt: Portugal ^22.12.2021^,186.34,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sc: Seychellen ^17.12.2021^,185.35,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
:es: Spanien ^22.12.2021^,181.55,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:be: Belgien ^22.12.2021^,181.1,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bh: Bahrain ^23.12.2021^,180.76,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:bn: Brunei ^14.12.2021^,179.04,"Oxford/AstraZeneca, Sinopharm/Beijing"
:it: Italien ^23.12.2021^,178.8,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:at: Österreich ^22.12.2021^,178.29,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fr: Frankreich ^22.12.2021^,178.05,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:il: Israel ^23.12.2021^,178.01,"Moderna, Pfizer/BioNTech"
:kh: Kambodscha ^22.12.2021^,177.2,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac"
:no: Norwegen ^22.12.2021^,175.86,"Moderna, Pfizer/BioNTech"
:qa: Katar ^23.12.2021^,175.44,"Moderna, Pfizer/BioNTech"
:ca: Kanada ^23.12.2021^,175.28,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sg: Singapur ^18.12.2021^,175.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:de: Deutschland ^22.12.2021^,173.56,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:se: Schweden ^23.12.2021^,171.28,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:my: Malaysia ^23.12.2021^,170.87,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
:cy: Zypern ^21.12.2021^,166.98,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:li: Liechtenstein ^22.12.2021^,164.43,"Moderna, Pfizer/BioNTech"
:ar: Argentinien ^23.12.2021^,163.12,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:au: Australien ^23.12.2021^,163.1,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:gr: Griechenland ^23.12.2021^,161.31,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fi: Finnland ^12.12.2021^,161.2,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lu: Luxemburg ^19.12.2021^,159.76,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mn: Mongolei ^23.12.2021^,159.31,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:sm: San Marino ^19.12.2021^,158.61,"Pfizer/BioNTech, Sputnik V"
:mu: Mauritius ^23.12.2021^,158.38,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing"
:kw: Kuwait ^23.12.2021^,158.33,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:nz: Neuseeland ^23.12.2021^,158.01,"Oxford/AstraZeneca, Pfizer/BioNTech"
