Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:ae: Vereinigte Arabische Emirate ^04.09.2021^,184.06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:uy: Uruguay ^05.09.2021^,164.74,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:il: Israel ^05.09.2021^,160.96,"Moderna, Pfizer/BioNTech"
:mt: Malta ^04.09.2021^,155.31,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:is: Island ^03.09.2021^,154.38,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:qa: Katar ^05.09.2021^,154.09,"Moderna, Pfizer/BioNTech"
:cl: Chile ^04.09.2021^,153.23,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:sg: Singapur ^04.09.2021^,151.84,"Moderna, Pfizer/BioNTech, Sinovac"
:dk: Dänemark ^04.09.2021^,148.28,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:pt: Portugal ^05.09.2021^,147.89,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cn: Volksrepublik China ^05.09.2021^,145.92,"CanSino, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, ZF2001"
:sc: Seychellen ^09.08.2021^,145.07,"Oxford/AstraZeneca, Sinopharm/Beijing"
:bh: Bahrain ^05.09.2021^,143.31,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:es: Spanien ^02.09.2021^,142.88,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ca: Kanada ^05.09.2021^,141.36,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:be: Belgien ^02.09.2021^,139.59,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ie: Irland ^04.09.2021^,138.61,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sm: San Marino ^01.09.2021^,136.89,"Pfizer/BioNTech, Sputnik V"
:nr: Nauru ^20.08.2021^,136.03,Oxford/AstraZeneca
:gb: Vereinigtes Königreich ^04.09.2021^,134.33,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bt: Bhutan ^30.08.2021^,134.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:fr: Frankreich ^02.09.2021^,131.22,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:it: Italien ^05.09.2021^,131.13,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:no: Norwegen ^02.09.2021^,130.68,"Moderna, Pfizer/BioNTech"
:mn: Mongolei ^05.09.2021^,130.56,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:cu: Kuba ^03.09.2021^,128.76,"Abdala, Soberana02"
:nl: Niederlande ^05.09.2021^,128.15,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mv: Malediven ^31.08.2021^,126.37,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:fi: Finnland ^05.09.2021^,126.28,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:se: Schweden ^03.09.2021^,126.15,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cy: Zypern ^03.09.2021^,124.49,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mc: Monaco ^02.09.2021^,123.21,Pfizer/BioNTech
:mu: Mauritius ^01.09.2021^,122.89,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing"
:de: Deutschland ^02.09.2021^,122.11,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
