Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:il: Israel ^18.03.2021^,111.27,"Moderna, Pfizer/BioNTech"
:sc: Seychellen ^15.03.2021^,91.02,"Oxford/AstraZeneca, Sinopharm/Beijing"
:ae: Vereinigte Arabische Emirate ^18.03.2021^,70.58,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:cl: Chile ^18.03.2021^,42.46,"Pfizer/BioNTech, Sinovac"
:gb: Vereinigtes Königreich ^17.03.2021^,40.68,"Oxford/AstraZeneca, Pfizer/BioNTech"
:mc: Monaco ^04.03.2021^,39.78,Pfizer/BioNTech
:mv: Malediven ^15.03.2021^,39.35,Oxford/AstraZeneca
:bh: Bahrain ^18.03.2021^,36.08,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:us: Vereinigte Staaten ^18.03.2021^,34.6,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:rs: Serbien ^18.03.2021^,31.04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:mt: Malta ^17.03.2021^,30.32,Pfizer/BioNTech
:ag: Antigua und Barbuda ^15.03.2021^,24.68,Oxford/AstraZeneca
:sm: San Marino ^17.03.2021^,19.85,Sputnik V
:hu: Ungarn ^17.03.2021^,19.29,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:bb: Barbados ^16.03.2021^,19.01,Oxford/AstraZeneca
:dm: Dominica ^11.03.2021^,18.84,Oxford/AstraZeneca
:qa: Katar ^16.03.2021^,17.7,Pfizer/BioNTech
:ma: Marokko ^17.03.2021^,17.23,"Oxford/AstraZeneca, Sinopharm/Beijing"
:cy: Zypern ^12.03.2021^,16.93,Pfizer/BioNTech
:ee: Estland ^18.03.2021^,15.44,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:dk: Dänemark ^18.03.2021^,15.42,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:is: Island ^18.03.2021^,15.03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:tr: Türkei ^18.03.2021^,14.74,Sinovac
:lt: Litauen ^18.03.2021^,14.33,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fi: Finnland ^18.03.2021^,13.69,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:no: Norwegen ^17.03.2021^,13.57,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sg: Singapur ^15.03.2021^,13.54,"Moderna, Pfizer/BioNTech"
:gr: Griechenland ^18.03.2021^,13.2,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:kn: St. Kitts und Nevis ^16.03.2021^,12.98,Oxford/AstraZeneca
