Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:sc: Seychellen ^12.05.2021^,133.28,"Oxford/AstraZeneca, Sinopharm/Beijing"
:il: Israel ^14.05.2021^,121.62,"Moderna, Pfizer/BioNTech"
:ae: Vereinigte Arabische Emirate ^14.05.2021^,115.73,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:sm: San Marino ^13.05.2021^,110.75,"Pfizer/BioNTech, Sputnik V"
:mt: Malta ^13.05.2021^,92.16,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cl: Chile ^14.05.2021^,86.15,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:bh: Bahrain ^14.05.2021^,85.1,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:mv: Malediven ^13.05.2021^,81.99,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:gb: Vereinigtes Königreich ^13.05.2021^,81.66,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:us: Vereinigte Staaten ^14.05.2021^,80.26,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:hu: Ungarn ^14.05.2021^,74.65,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:mn: Mongolei ^14.05.2021^,73.15,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:qa: Katar ^14.05.2021^,68.61,Pfizer/BioNTech
:mc: Monaco ^06.05.2021^,66.09,Pfizer/BioNTech
:uy: Uruguay ^14.05.2021^,64.69,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:bt: Bhutan ^13.05.2021^,62.46,Oxford/AstraZeneca
:is: Island ^14.05.2021^,59.7,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:rs: Serbien ^12.05.2021^,57.55,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:sg: Singapur ^13.05.2021^,54.7,"Moderna, Pfizer/BioNTech"
:cy: Zypern ^14.05.2021^,48.46,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech"
:lt: Litauen ^14.05.2021^,47.81,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:de: Deutschland ^14.05.2021^,47.04,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ca: Kanada ^14.05.2021^,46.99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:es: Spanien ^13.05.2021^,46.38,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:dm: Dominica ^12.05.2021^,45.89,Oxford/AstraZeneca
:dk: Dänemark ^13.05.2021^,44.59,"Moderna, Pfizer/BioNTech"
:at: Österreich ^14.05.2021^,44.07,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:be: Belgien ^14.05.2021^,44.01,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:it: Italien ^14.05.2021^,43.8,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ee: Estland ^14.05.2021^,43.34,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lu: Luxemburg ^13.05.2021^,43.11,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fi: Finnland ^14.05.2021^,42.78,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pt: Portugal ^14.05.2021^,42.73,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:se: Schweden ^14.05.2021^,41.37,"Oxford/AstraZeneca, Pfizer/BioNTech"
:li: Liechtenstein ^12.05.2021^,41.34,"Moderna, Pfizer/BioNTech"
:fr: Frankreich ^13.05.2021^,41.21,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pl: Polen ^14.05.2021^,40.98,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ad: Andorra ^10.05.2021^,40.94,"Oxford/AstraZeneca, Pfizer/BioNTech"
:bb: Barbados ^13.05.2021^,40.69,Oxford/AstraZeneca
:ch: Schweiz ^12.05.2021^,40.39,"Moderna, Pfizer/BioNTech"
:gr: Griechenland ^14.05.2021^,40.15,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:nl: Niederlande ^14.05.2021^,40.12,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:si: Slowenien ^14.05.2021^,39.89,"Oxford/AstraZeneca, Pfizer/BioNTech"
:no: Norwegen ^13.05.2021^,39.31,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ie: Irland ^11.05.2021^,38.94,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cz: Tschechien ^14.05.2021^,38.06,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sk: Slowakei ^12.05.2021^,34.75,Pfizer/BioNTech
:kw: Kuwait ^06.05.2021^,33.72,Pfizer/BioNTech
:ro: Rumänien ^13.05.2021^,33.32,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sa: Saudi-Arabien ^14.05.2021^,32.48,"Oxford/AstraZeneca, Pfizer/BioNTech"
:ag: Antigua und Barbuda ^11.05.2021^,31.92,Oxford/AstraZeneca
:hr: Kroatien ^14.05.2021^,31.92,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:tr: Türkei ^14.05.2021^,30.31,"Pfizer/BioNTech, Sinovac"
:kn: St. Kitts und Nevis ^12.05.2021^,29.27,Oxford/AstraZeneca
:ma: Marokko ^14.05.2021^,28.42,"Oxford/AstraZeneca, Sinopharm/Beijing"
:nr: Nauru ^30.04.2021^,27.69,Oxford/AstraZeneca
:do: Dominikanische Republik ^13.05.2021^,27.11,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac"
:cn: Volksrepublik China ^14.05.2021^,26.45,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
:lv: Lettland ^14.05.2021^,25.55,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:br: Brasilien ^14.05.2021^,24.51,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:al: Albanien ^14.05.2021^,22.7,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
