Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:il: Israel ^10.03.2021^,104.81,"Moderna, Pfizer/BioNTech"
:sc: Seychellen ^09.03.2021^,85.89,"Oxford/AstraZeneca, Sinopharm/Beijing"
:ae: Vereinigte Arabische Emirate ^09.03.2021^,63.95,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:gb: Vereinigtes Königreich ^09.03.2021^,35.45,"Oxford/AstraZeneca, Pfizer/BioNTech"
:mv: Malediven ^10.03.2021^,32.46,Oxford/AstraZeneca
:bh: Bahrain ^10.03.2021^,30.44,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:cl: Chile ^10.03.2021^,29.93,"Pfizer/BioNTech, Sinovac"
:us: Vereinigte Staaten ^10.03.2021^,28.62,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:rs: Serbien ^10.03.2021^,26.35,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:mt: Malta ^09.03.2021^,23.87,Pfizer/BioNTech
:bb: Barbados ^08.03.2021^,17.19,Oxford/AstraZeneca
:hu: Ungarn ^10.03.2021^,15.29,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:dk: Dänemark ^10.03.2021^,13.43,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ma: Marokko ^10.03.2021^,13.37,"Oxford/AstraZeneca, Sinopharm/Beijing"
:is: Island ^08.03.2021^,12.32,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:tr: Türkei ^10.03.2021^,12.28,Sinovac
:lt: Litauen ^10.03.2021^,12.19,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ee: Estland ^10.03.2021^,11.7,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:no: Norwegen ^09.03.2021^,11.49,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:gr: Griechenland ^10.03.2021^,11.42,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cy: Zypern ^05.03.2021^,11.42,Pfizer/BioNTech
:qa: Katar ^07.03.2021^,11.35,Pfizer/BioNTech
:ch: Schweiz ^07.03.2021^,10.96,"Moderna, Pfizer/BioNTech"
:fi: Finnland ^10.03.2021^,10.84,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pl: Polen ^09.03.2021^,10.8,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:es: Spanien ^09.03.2021^,10.67,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ie: Irland ^07.03.2021^,10.65,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sk: Slowakei ^10.03.2021^,10.6,Pfizer/BioNTech
:sg: Singapur ^08.03.2021^,10.45,Pfizer/BioNTech
:pt: Portugal ^10.03.2021^,10.35,"Moderna, Pfizer/BioNTech"
:si: Slowenien ^09.03.2021^,10.3,"Oxford/AstraZeneca, Pfizer/BioNTech"
:de: Deutschland ^10.03.2021^,10.06,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:se: Schweden ^10.03.2021^,10.01,"Oxford/AstraZeneca, Pfizer/BioNTech"
:dm: Dominica ^01.03.2021^,10.0,Oxford/AstraZeneca
:ro: Rumänien ^09.03.2021^,9.97,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:it: Italien ^10.03.2021^,9.93,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:at: Österreich ^09.03.2021^,9.55,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:nl: Niederlande ^07.03.2021^,9.45,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fr: Frankreich ^09.03.2021^,9.14,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sm: San Marino ^09.03.2021^,9.03,Sputnik V
:cz: Tschechien ^10.03.2021^,8.85,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:be: Belgien ^09.03.2021^,8.77,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:kw: Kuwait ^08.03.2021^,8.43,Pfizer/BioNTech
:li: Liechtenstein ^07.03.2021^,8.2,"Moderna, Pfizer/BioNTech"
:lu: Luxemburg ^09.03.2021^,7.82,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ca: Kanada ^10.03.2021^,6.95,"Moderna, Pfizer/BioNTech"
:hr: Kroatien ^08.03.2021^,6.46,Pfizer/BioNTech
:mc: Monaco ^18.01.2021^,6.12,Pfizer/BioNTech
:br: Brasilien ^10.03.2021^,5.53,"Oxford/AstraZeneca, Sinovac"
:do: Dominikanische Republik ^10.03.2021^,5.04,Oxford/AstraZeneca
:pa: Panama ^09.03.2021^,4.97,Pfizer/BioNTech
:sa: Saudi-Arabien ^10.03.2021^,4.92,"Oxford/AstraZeneca, Pfizer/BioNTech"
:ru: Russland ^10.03.2021^,4.83,"EpiVacCorona, Sputnik V"
:lv: Lettland ^10.03.2021^,4.69,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bg: Bulgarien ^10.03.2021^,4.45,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:uy: Uruguay ^10.03.2021^,4.25,Sinovac
:az: Aserbaidschan ^10.03.2021^,4.23,Sinovac
:cr: Costa Rica ^05.03.2021^,4.02,Pfizer/BioNTech
:ar: Argentinien ^10.03.2021^,3.93,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
:cn: Volksrepublik China ^28.02.2021^,3.65,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
:lk: Sri Lanka ^10.03.2021^,3.51,Oxford/AstraZeneca
:ad: Andorra ^26.02.2021^,3.27,Pfizer/BioNTech
:mx: Mexiko ^10.03.2021^,2.71,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V"
:bd: Bangladesch ^09.03.2021^,2.44,Oxford/AstraZeneca
:om: Oman ^10.03.2021^,1.92,"Oxford/AstraZeneca, Pfizer/BioNTech"
:in: Indien ^10.03.2021^,1.86,"Covaxin, Oxford/AstraZeneca"
:rw: Ruanda ^10.03.2021^,1.78,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:id: Indonesien ^10.03.2021^,1.77,Sinovac
:jo: Jordanien ^25.02.2021^,1.47,"Pfizer/BioNTech, Sinopharm/Beijing"
:np: Nepal ^20.02.2021^,1.38,Oxford/AstraZeneca
:pe: Peru ^09.03.2021^,1.29,Sinopharm/Beijing
:lc: St. Lucia ^04.03.2021^,1.14,Oxford/AstraZeneca
:bo: Bolivien ^10.03.2021^,1.09,Sputnik V
":kr: Korea, Süd ^10.03.2021^",0.98,"Oxford/AstraZeneca, Pfizer/BioNTech"
:lb: Libanon ^10.03.2021^,0.97,Pfizer/BioNTech
:gh: Ghana ^10.03.2021^,0.97,Oxford/AstraZeneca
:co: Kolumbien ^09.03.2021^,0.71,"Pfizer/BioNTech, Sinovac"
:kh: Kambodscha ^10.03.2021^,0.66,Sinopharm/Beijing
:bz: Belize ^10.03.2021^,0.63,Oxford/AstraZeneca
:my: Malaysia ^09.03.2021^,0.61,Pfizer/BioNTech
:al: Albanien ^03.03.2021^,0.55,Pfizer/BioNTech
:me: Montenegro ^08.03.2021^,0.49,"Sinopharm/Beijing, Sputnik V"
:ec: Ecuador ^09.03.2021^,0.43,Pfizer/BioNTech
:au: Australien ^10.03.2021^,0.42,"Oxford/AstraZeneca, Pfizer/BioNTech"
:sn: Senegal ^09.03.2021^,0.41,Sinopharm/Beijing
:nz: Neuseeland ^10.03.2021^,0.37,Pfizer/BioNTech
:mu: Mauritius ^17.02.2021^,0.3,Oxford/AstraZeneca
:sv: El Salvador ^25.02.2021^,0.25,Oxford/AstraZeneca
:gy: Guyana ^22.02.2021^,0.24,Oxford/AstraZeneca
:zw: Simbabwe ^10.03.2021^,0.24,Sinopharm/Beijing
:za: Südafrika ^10.03.2021^,0.22,Johnson&Johnson
:by: Belarus ^18.02.2021^,0.22,Sputnik V
:mm: Myanmar ^02.02.2021^,0.19,Oxford/AstraZeneca
:dz: Algerien ^19.02.2021^,0.17,Sputnik V
:md: Moldau ^10.03.2021^,0.16,Oxford/AstraZeneca
:mn: Mongolei ^26.02.2021^,0.15,Oxford/AstraZeneca
:gd: Grenada ^16.02.2021^,0.13,Oxford/AstraZeneca
:kz: Kasachstan ^24.02.2021^,0.12,Sputnik V
:jp: Japan ^10.03.2021^,0.12,Pfizer/BioNTech
:ua: Ukraine ^10.03.2021^,0.07,Oxford/AstraZeneca
:ve: Venezuela ^04.03.2021^,0.04,Sputnik V
:ph: Philippinen ^08.03.2021^,0.04,Sinovac
:py: Paraguay ^10.03.2021^,0.04,Sputnik V
:tt: Trinidad und Tobago ^22.02.2021^,0.03,Oxford/AstraZeneca
:hn: Honduras ^28.02.2021^,0.03,Moderna
:pk: Pakistan ^21.02.2021^,0.03,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
:th: Thailand ^02.03.2021^,0.01,Sinovac
:gt: Guatemala ^01.03.2021^,0.01,Moderna
:ir: Iran ^17.02.2021^,0.01,Sputnik V
:eg: Ägypten ^30.01.2021^,0.0,Sinopharm/Beijing
