Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:cu: Kuba ^08.12.2021^,254.67,"Abdala, Soberana02"
:ae: Vereinigte Arabische Emirate ^10.12.2021^,221.08,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:cl: Chile ^05.12.2021^,216.21,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:is: Island ^09.12.2021^,200.73,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:uy: Uruguay ^10.12.2021^,196.77,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:mt: Malta ^09.12.2021^,190.83,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sc: Seychellen ^29.11.2021^,181.44,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
:cn: Volksrepublik China ^10.12.2021^,179.47,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, ZF2001"
:pt: Portugal ^09.12.2021^,178.38,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:gb: Vereinigtes Königreich ^09.12.2021^,176.03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:dk: Dänemark ^09.12.2021^,175.72,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:il: Israel ^10.12.2021^,175.5,"Moderna, Pfizer/BioNTech"
:bn: Brunei ^09.12.2021^,174.84,"Oxford/AstraZeneca, Sinopharm/Beijing"
:sg: Singapur ^03.12.2021^,174.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:bh: Bahrain ^10.12.2021^,173.37,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:kh: Kambodscha ^08.12.2021^,172.8,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac"
:qa: Katar ^10.12.2021^,172.39,"Moderna, Pfizer/BioNTech"
":kr: Korea, Süd ^09.12.2021^",171.97,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ie: Irland ^09.12.2021^,171.73,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:be: Belgien ^09.12.2021^,168.97,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:it: Italien ^10.12.2021^,167.64,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:es: Spanien ^09.12.2021^,166.49,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
