Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:sc: Seychellen ^26.04.2021^,125.92,"Oxford/AstraZeneca, Sinopharm/Beijing"
:il: Israel ^27.04.2021^,120.94,"Moderna, Pfizer/BioNTech"
:ae: Vereinigte Arabische Emirate ^27.04.2021^,104.51,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:sm: San Marino ^26.04.2021^,79.25,"Pfizer/BioNTech, Sputnik V"
:cl: Chile ^26.04.2021^,74.93,"Pfizer/BioNTech, Sinovac"
:mt: Malta ^26.04.2021^,72.18,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bh: Bahrain ^27.04.2021^,70.92,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:mv: Malediven ^26.04.2021^,70.68,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:us: Vereinigte Staaten ^27.04.2021^,69.49,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:gb: Vereinigtes Königreich ^26.04.2021^,69.3,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bt: Bhutan ^27.04.2021^,62.23,Oxford/AstraZeneca
:mc: Monaco ^22.04.2021^,62.15,Pfizer/BioNTech
:hu: Ungarn ^27.04.2021^,57.43,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:qa: Katar ^27.04.2021^,51.01,Pfizer/BioNTech
:uy: Uruguay ^27.04.2021^,48.8,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:rs: Serbien ^26.04.2021^,48.13,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:sg: Singapur ^18.04.2021^,37.84,"Moderna, Pfizer/BioNTech"
:ad: Andorra ^19.04.2021^,34.19,"Oxford/AstraZeneca, Pfizer/BioNTech"
