Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:sc: Seychellen ^25.05.2021^,136.74,"Oxford/AstraZeneca, Sinopharm/Beijing"
:ae: Vereinigte Arabische Emirate ^03.06.2021^,133.74,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:sm: San Marino ^03.06.2021^,126.51,"Pfizer/BioNTech, Sputnik V"
:mt: Malta ^04.06.2021^,123.8,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:il: Israel ^03.06.2021^,122.37,"Moderna, Pfizer/BioNTech"
:bh: Bahrain ^04.06.2021^,106.06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:mn: Mongolei ^04.06.2021^,102.43,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:cl: Chile ^02.06.2021^,99.8,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:gb: Vereinigtes Königreich ^03.06.2021^,98.33,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:hu: Ungarn ^03.06.2021^,93.71,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:qa: Katar ^04.06.2021^,91.76,"Moderna, Pfizer/BioNTech"
:us: Vereinigte Staaten ^04.06.2021^,89.44,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:mv: Malediven ^03.06.2021^,89.23,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:uy: Uruguay ^04.06.2021^,86.28,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:mc: Monaco ^03.06.2021^,80.97,Pfizer/BioNTech
:is: Island ^04.06.2021^,80.13,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cy: Zypern ^03.06.2021^,72.2,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:rs: Serbien ^03.06.2021^,69.37,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:sg: Singapur ^31.05.2021^,69.19,"Moderna, Pfizer/BioNTech"
:nr: Nauru ^18.05.2021^,68.23,Oxford/AstraZeneca
:ca: Kanada ^04.06.2021^,67.29,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:kn: St. Kitts und Nevis ^01.06.2021^,66.57,Oxford/AstraZeneca
:de: Deutschland ^04.06.2021^,64.74,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lt: Litauen ^03.06.2021^,63.71,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:be: Belgien ^04.06.2021^,63.11,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bt: Bhutan ^27.05.2021^,62.56,Oxford/AstraZeneca
:dk: Dänemark ^03.06.2021^,62.45,"Moderna, Pfizer/BioNTech"
:es: Spanien ^03.06.2021^,61.5,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:at: Österreich ^04.06.2021^,61.41,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:it: Italien ^04.06.2021^,61.31,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:li: Liechtenstein ^02.06.2021^,60.16,"Moderna, Pfizer/BioNTech"
:lu: Luxemburg ^03.06.2021^,59.66,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pt: Portugal ^04.06.2021^,59.4,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ch: Schweiz ^02.06.2021^,59.26,"Moderna, Pfizer/BioNTech"
:fi: Finnland ^04.06.2021^,58.15,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:nl: Niederlande ^04.06.2021^,57.98,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
