,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
0,Liechtenstein,,,,2022-03-07,
1,Buholz (Real),,,,2022-02-26,
2,Rontal,,,,2022-07-01,
3,Altdorf,,,,2022-03-02,
4,Wetzikon (Flos),,,,2022-03-21,
5,Hoefe,,,,2022-10-03,
6,Horgen,,,,2022-10-01,
7,Untermarch,,,,2022-02-25,
8,Schwyz,,,,2022-07-11,
9,Alpnach (Sarneraatal),,,,2022-02-10,
10,Engelberg,,,,2022-07-06,
11,Stans (Rotzwinkel),,,,2022-07-10,
12,Meilen (Rorguet),,,,2022-03-21,
13,Glarnerland,,,,2022-04-07,
14,Cham (Schoenau),,,,2022-07-13,
15,Illnau-Effretikon,2023-01-18,6.5,-8.6,2022-03-17,8.6
16,Dübendorf (Ika Neugut),,,,2022-12-19,
17,Uster (Jungholz),,,,2022-07-11,
18,Affoltern am Albis,,,,2022-03-10,
19,Vuippens (Ais),,,,2022-03-05,
20,Fribourg (Aele),2023-01-18,2.4,-2.9,2022-02-10,2.9
21,Winterthur,2023-01-15,8.8,-19.1,2022-07-15,19.1
22,Dietikon (Limeco),2023-01-18,5.1,-59.8,2022-07-11,59.8
23,Winznau (Zv Olten),,,,2022-03-07,
24,Zuchwil (Soloth.-Emme),2023-01-18,1.8,0.3,2022-03-07,0.3
25,Grenchen (Buerenamt),,,,2022-03-07,
26,Werdhölzli,2023-01-19,4.8,-2.1,2022-03-16,2.1
27,Basel,2023-01-20,4.2,3.0,2022-03-24,3.0
28,Neuhausen A/Rhf. (Roeti),,,,2022-03-13,
29,Ramsen (Bibertal-Hegau),,,,2022-07-23,
30,Hallau (Klettgau),,,,2022-03-13,
31,Andelfingen,,,,2022-11-14,
32,Herisau (Bachwis),,,,2022-03-17,
33,Lyss,,,,2022-03-10,
34,Appenzell (Boedeli),,,,2022-03-31,
35,St.Gallen (Au),,,,2022-04-01,
36,St.Gallen (Hofen),,,,2022-03-07,
37,Aarwangen (Zala),,,,2022-02-10,
38,Steinach (Morgental),,,,2022-03-17,
