,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
0,Liechtenstein,2022-11-11,10.3,-0.4,2022-03-07,0.4
1,Buholz (Real),2022-11-07,48.4,21.9,2022-02-26,21.9
2,Rontal,2022-11-01,28.3,-5.2,2022-07-01,5.2
3,Altdorf,2022-11-08,52.6,3.0,2022-03-02,3.0
4,Wetzikon (Flos),2022-11-06,40.9,-8.3,2022-03-21,8.3
5,Hoefe,2022-11-01,23.1,2.3,2022-10-03,2.3
6,Horgen,2022-11-06,44.6,20.3,2022-10-01,20.3
7,Untermarch,2022-11-01,25.2,-1.6,2022-02-25,1.6
8,Schwyz,2022-11-08,65.7,45.8,2022-07-11,45.8
9,Alpnach (Sarneraatal),2022-11-08,49.0,26.9,2022-02-10,26.9
10,Engelberg,2022-11-01,15.7,-0.2,2022-07-06,0.2
11,Stans (Rotzwinkel),2022-11-07,21.6,-17.3,2022-07-10,17.3
12,Meilen (Rorguet),2022-11-06,30.7,-4.4,2022-03-21,4.4
13,Glarnerland,2022-11-09,10.1,-2.0,2022-04-07,2.0
14,Cham (Schoenau),2022-11-08,25.1,1.5,2022-07-13,1.5
15,Illnau-Effretikon,2022-11-06,54.6,17.8,2022-03-17,17.8
16,Dübendorf (Ika Neugut),2022-11-06,51.9,30.7,2022-07-21,30.7
17,Uster (Jungholz),2022-11-06,58.8,31.2,2022-07-11,31.2
18,Affoltern am Albis,2022-11-06,46.6,18.5,2022-03-10,18.5
19,Vuippens (Ais),2022-11-09,12.7,-3.3,2022-03-05,3.3
20,Fribourg (Aele),2022-11-11,22.1,9.2,2022-02-10,9.2
21,Winterthur,2022-11-06,35.6,6.1,2022-07-15,6.1
22,Dietikon (Limeco),2022-11-06,33.1,20.3,2022-07-11,20.3
23,Winznau (Zv Olten),2022-11-09,14.1,3.1,2022-03-07,3.1
24,Zuchwil (Soloth.-Emme),2022-11-09,8.9,-12.4,2022-03-07,12.4
25,Grenchen (Buerenamt),2022-11-06,18.7,-15.8,2022-03-07,15.8
26,Werdhölzli,2022-11-08,15.4,-2.7,2022-03-16,2.7
27,Basel,2022-11-11,13.0,5.2,2022-03-24,5.2
28,Neuhausen A/Rhf. (Roeti),2022-11-02,18.2,10.1,2022-03-13,10.1
29,Ramsen (Bibertal-Hegau),2022-11-02,5.4,-1.7,2022-07-23,1.7
30,Hallau (Klettgau),2022-11-02,7.0,2.1,2022-03-13,2.1
31,Andelfingen,2022-11-06,36.3,20.4,2022-10-03,20.4
32,Herisau (Bachwis),2022-11-11,17.3,-3.6,2022-03-17,3.6
33,Lyss,2022-11-09,21.5,9.4,2022-03-10,9.4
34,Appenzell (Boedeli),2022-11-02,9.8,2.9,2022-03-31,2.9
35,St.Gallen (Au),2022-11-10,2.0,-3.6,2022-04-01,3.6
36,St.Gallen (Hofen),2022-11-09,11.6,-3.9,2022-03-07,3.9
37,Aarwangen (Zala),2022-11-10,55.0,39.5,2022-02-10,39.5
38,Steinach (Morgental),2022-11-11,6.7,3.0,2022-03-17,3.0
39,Au (Rosenbergsau),2022-11-09,14.5,1.7,2022-03-07,1.7
40,Altenrhein,2022-11-08,22.0,-22.5,2022-03-15,22.5
41,Buchs,2022-11-10,4.5,0.4,2022-03-07,0.4
42,Bad Ragaz,2022-11-09,9.1,2.2,2022-03-05,2.2
43,Flums (Seez),2022-11-09,6.6,3.1,2022-03-05,3.1
44,Rapperswil-Jona,2022-11-10,11.3,-1.2,2022-03-06,1.2
45,Flawil (Oberglatt),2022-11-11,14.6,3.1,2022-03-07,3.1
46,Wil,2022-11-11,2.7,-5.6,2022-03-07,5.6
47,Region Bern,2022-11-11,19.8,1.0,2022-02-10,1.0
48,Poschiavo (Li Geri),2022-11-09,100.0,92.1,2022-11-05,92.1
49,Schluein (Gruob),2022-11-09,23.5,12.9,2022-03-31,12.9
50,Worblental,2022-11-10,20.5,3.9,2022-03-06,3.9
51,Cazis (Waldau),2022-11-09,7.8,4.0,2022-04-07,4.0
52,Scuol (Sot Ruinas),2022-11-09,5.1,1.2,2022-07-02,1.2
