,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
0,Liechtenstein,2022-10-07,98.7,51.9,2022-03-07,51.9
1,Buholz (Real),,,,2022-02-26,
2,Rontal,2022-10-04,37.2,-25.9,2022-07-01,25.9
3,Altdorf,,,,2022-03-02,
4,Wetzikon (Flos),2022-10-07,74.7,25.4,2022-03-21,25.4
5,Hoefe,2022-10-04,100.0,66.9,2022-10-03,66.9
6,Horgen,2022-10-07,82.7,6.7,2022-10-01,6.7
7,Untermarch,,,,2022-02-25,
8,Schwyz,2022-10-05,17.5,-18.1,2022-07-11,18.1
9,Alpnach (Sarneraatal),,,,2022-02-10,
10,Engelberg,2022-10-04,30.5,-18.6,2022-07-06,18.6
11,Stans (Rotzwinkel),,,,2022-10-03,
12,Meilen (Rorguet),2022-10-07,37.0,-14.7,2022-03-21,14.7
13,Glarnerland,2022-10-05,14.1,-5.7,2022-04-07,5.7
14,Cham (Schoenau),,,,2022-07-13,
15,Illnau-Effretikon,2022-10-07,59.7,-16.4,2022-03-17,16.4
16,Dübendorf (Ika Neugut),2022-10-07,48.3,-25.0,2022-07-21,25.0
17,Uster (Jungholz),2022-10-07,53.5,-3.1,2022-07-11,3.1
18,Affoltern am Albis,2022-10-07,54.8,7.1,2022-03-10,7.1
19,Vuippens (Ais),,,,2022-03-05,
20,Fribourg (Aele),,,,2022-02-10,
21,Winterthur,2022-10-07,63.2,27.7,2022-07-15,27.7
22,Dietikon (Limeco),2022-10-07,59.7,10.6,2022-07-11,10.6
23,Winznau (Zv Olten),2022-10-05,16.9,-5.3,2022-03-07,5.3
24,Zuchwil (Soloth.-Emme),,,,2022-03-07,
25,Grenchen (Buerenamt),2022-10-06,40.8,,2022-03-07,
26,Werdhölzli,2022-10-06,17.2,-6.2,2022-03-16,6.2
27,Basel,2022-10-07,32.9,-0.4,2022-03-24,0.4
28,Neuhausen A/Rhf. (Roeti),2022-10-05,12.2,-3.2,2022-03-13,3.2
29,Ramsen (Bibertal-Hegau),2022-10-05,22.0,-3.9,2022-07-23,3.9
30,Hallau (Klettgau),2022-10-05,15.5,-2.5,2022-03-13,2.5
31,Andelfingen,2022-10-07,99.2,23.0,2022-10-03,23.0
32,Herisau (Bachwis),2022-10-05,52.9,1.7,2022-03-17,1.7
33,Lyss,2022-10-05,28.0,14.0,2022-03-10,14.0
34,Appenzell (Boedeli),2022-10-05,3.7,-1.7,2022-03-31,1.7
35,St.Gallen (Au),2022-10-06,7.9,-11.5,2022-04-01,11.5
36,St.Gallen (Hofen),2022-10-05,39.6,12.2,2022-03-07,12.2
37,Aarwangen (Zala),2022-10-06,36.7,-12.4,2022-02-10,12.4
38,Steinach (Morgental),2022-10-07,13.6,0.1,2022-03-17,0.1
39,Au (Rosenbergsau),2022-10-05,37.5,6.2,2022-03-07,6.2
40,Altenrhein,2022-10-06,37.8,11.4,2022-03-15,11.4
41,Buchs,2022-10-05,22.7,5.5,2022-03-07,5.5
42,Bad Ragaz,2022-10-05,15.4,-2.3,2022-03-05,2.3
43,Flums (Seez),2022-10-05,12.9,7.5,2022-03-05,7.5
44,Rapperswil-Jona,2022-10-06,15.4,1.5,2022-03-06,1.5
45,Flawil (Oberglatt),2022-10-07,25.9,0.7,2022-03-07,0.7
46,Wil,2022-10-05,23.9,11.3,2022-03-07,11.3
47,Region Bern,2022-10-07,14.0,-5.8,2022-02-10,5.8
48,Poschiavo (Li Geri),2022-10-05,60.4,17.0,2022-07-02,17.0
49,Schluein (Gruob),2022-10-05,40.8,16.7,2022-03-31,16.7
50,Worblental,2022-10-06,34.7,6.6,2022-03-06,6.6
51,Cazis (Waldau),2022-10-05,9.8,0.8,2022-04-07,0.8
52,Scuol (Sot Ruinas),2022-10-05,36.9,22.3,2022-07-02,22.3
53,S-chanf (Oberengadin),2022-10-05,13.8,-16.1,2022-06-30,16.1
54,Davos (Gadenstatt),,,,2022-02-26,
55,Klosters (Gulfia),2022-10-05,26.1,-17.9,2022-06-30,17.9
56,Chur,2022-10-04,35.5,10.7,2022-03-12,10.7
57,Arosa,2022-10-05,7.5,-0.4,2022-04-09,0.4
58,Landquart,2022-10-05,70.4,32.8,2022-03-24,32.8
59,Seewis (Vorderes Prättigau),2022-10-05,19.8,6.5,2022-02-28,6.5
60,Aarau,,,,2022-07-20,
61,Baden,,,,2022-03-08,
62,Bremgarten,,,,2022-07-22,
63,Wohlen,,,,2022-03-10,
64,Moossee-Urtenenbach,2022-10-07,16.6,3.0,2022-03-07,3.0
65,Brugg,,,,2022-03-07,
66,Reinach,,,,2022-03-10,
67,Kaisten,,,,2022-07-19,
68,Lenzburg,,,,2022-03-08,
69,Aarburg,,,,2022-03-07,
70,Zofingen,,,,2022-03-10,
71,"Hefenhofen (Aachtal, Moos)",2022-10-05,15.8,-2.5,2022-03-05,2.5
72,Frauenfeld,2022-10-05,39.0,7.6,2022-03-05,7.6
73,Weinfelden (Mittelthurgau),2022-10-06,30.8,-69.2,2022-09-29,69.2
74,Bellinzona (Giubiasco),2022-10-07,16.3,5.5,2022-03-22,5.5
75,Locarno (Foce Ticino),2022-10-07,61.9,45.0,2022-03-25,45.0
76,Locarno (Foce Maggia),2022-10-07,100.0,82.9,2022-10-07,82.9
77,Lugano,2022-10-06,78.5,41.8,2022-03-13,41.8
78,Mendrisio (Rancate),2022-10-07,29.0,11.7,2022-02-10,11.7
79,Chiasso (Vacallo),2022-10-07,71.1,55.0,2022-02-10,55.0
80,Bülach,2022-10-07,49.0,18.8,2022-03-10,18.8
81,Lausanne (Vidy),2022-10-04,100.0,59.4,2022-10-04,59.4
82,Morges,,,,2022-03-06,
83,Commugny,,,,2022-03-07,
84,Gland (Apec),,,,2022-03-30,
85,Nyon,,,,2022-03-28,
86,Grindelwald,,,,2022-07-11,
87,Lauterbrunnen,2022-10-07,22.3,-29.5,2022-02-10,29.5
88,Montreux/Pierrier,,,,2022-07-11,
89,Vevey (Aviron),,,,2022-03-05,
90,Interlaken,2022-10-05,47.3,-4.3,2022-03-07,4.3
91,Yverdon,,,,2022-07-11,
92,Brig-Glis (Briglina),2022-10-07,49.4,-8.3,2022-09-24,8.3
93,Bagnes-Le Châble,,,,2022-07-11,
94,Goms,2022-10-06,36.1,-35.3,2022-07-17,35.3
95,Martigny,2022-10-05,100.0,8.4,2022-10-03,8.4
96,Sierre/Noes,2022-10-07,55.5,5.6,2022-07-11,5.6
97,Sion/Chateauneuf,2022-10-06,23.8,-7.5,2022-06-18,7.5
98,Zermatt,2022-10-04,49.4,-0.5,2022-07-15,0.5
99,Colombier (La Saunerie),2022-10-06,95.1,35.4,2022-10-02,35.4
100,La-Chaux-de-Fonds,2022-10-06,10.0,4.5,2022-03-06,4.5
101,Neuchatel,2022-10-06,74.3,2.1,2022-03-12,2.1
102,Satigny/Bois-de-Bay,,,,2022-03-21,
103,Thonex/Villette,,,,2022-03-25,
104,Aire,2022-10-06,74.7,27.6,2022-07-04,27.6
105,Laupen,2022-10-06,25.1,1.0,2022-03-12,1.0
106,Delemont (Sede),2022-10-07,16.7,-3.0,2022-02-10,3.0
107,Porrentruy (Sepe),2022-10-05,70.9,45.8,2022-03-04,45.8
108,Biel,2022-10-06,36.7,11.3,2022-03-06,11.3
109,Saanen,2022-10-06,69.7,22.1,2022-03-08,22.1
110,Niederglatt (Fischb.-Gl.),2022-10-07,32.8,-22.9,2022-07-11,22.9
111,Thunersee,2022-10-07,19.7,0.6,2022-03-08,0.6
112,Mittl. Emmental,2022-10-06,11.7,-10.1,2022-03-05,10.1
