,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
0,Liechtenstein,2023-01-11,9.6,3.5,2022-03-07,3.5
1,Buholz (Real),2023-01-10,10.6,-7.9,2022-02-26,7.9
2,Rontal,,,,2022-07-01,
3,Altdorf,2023-01-10,24.5,4.6,2022-03-02,4.6
4,Wetzikon (Flos),,,,2022-03-21,
5,Hoefe,,,,2022-10-03,
6,Horgen,,,,2022-10-01,
7,Untermarch,,,,2022-02-25,
8,Schwyz,2023-01-10,9.8,-18.3,2022-07-11,18.3
9,Alpnach (Sarneraatal),2023-01-10,28.5,13.0,2022-02-10,13.0
10,Engelberg,,,,2022-07-06,
11,Stans (Rotzwinkel),2023-01-10,13.2,-12.3,2022-07-10,12.3
12,Meilen (Rorguet),,,,2022-03-21,
13,Glarnerland,2023-01-11,14.0,-8.8,2022-04-07,8.8
14,Cham (Schoenau),,,,2022-07-13,
15,Illnau-Effretikon,2023-01-12,21.5,4.4,2022-03-17,4.4
16,Dübendorf (Ika Neugut),,,,2022-12-19,
17,Uster (Jungholz),,,,2022-07-11,
18,Affoltern am Albis,,,,2022-03-10,
19,Vuippens (Ais),,,,2022-03-05,
20,Fribourg (Aele),2023-01-11,5.9,1.7,2022-02-10,1.7
21,Winterthur,2023-01-11,22.2,-10.0,2022-07-15,10.0
22,Dietikon (Limeco),2023-01-12,93.4,70.7,2022-07-11,70.7
23,Winznau (Zv Olten),,,,2022-03-07,
24,Zuchwil (Soloth.-Emme),2023-01-11,1.6,-29.5,2022-03-07,29.5
25,Grenchen (Buerenamt),,,,2022-03-07,
26,Werdhölzli,2023-01-12,6.8,-4.6,2022-03-16,4.6
27,Basel,2023-01-13,1.1,-1.3,2022-03-24,1.3
28,Neuhausen A/Rhf. (Roeti),,,,2022-03-13,
29,Ramsen (Bibertal-Hegau),,,,2022-07-23,
30,Hallau (Klettgau),,,,2022-03-13,
31,Andelfingen,,,,2022-11-14,
32,Herisau (Bachwis),,,,2022-03-17,
33,Lyss,,,,2022-03-10,
34,Appenzell (Boedeli),,,,2022-03-31,
35,St.Gallen (Au),,,,2022-04-01,
36,St.Gallen (Hofen),,,,2022-03-07,
37,Aarwangen (Zala),,,,2022-02-10,
38,Steinach (Morgental),,,,2022-03-17,
39,Au (Rosenbergsau),,,,2022-03-07,
40,Altenrhein,2023-01-12,12.7,1.7,2022-03-15,1.7
41,Buchs,,,,2022-03-07,
42,Bad Ragaz,,,,2022-03-05,
43,Flums (Seez),2023-01-11,1.0,-3.2,2022-03-05,3.2
44,Rapperswil-Jona,2023-01-12,3.7,-6.3,2022-03-06,6.3
45,Flawil (Oberglatt),,,,2022-03-07,
46,Wil,,,,2022-03-07,
47,Region Bern,2023-01-11,6.6,0.8,2022-02-10,0.8
48,Poschiavo (Li Geri),,,,2022-11-05,
49,Schluein (Gruob),2023-01-11,12.3,-50.6,2022-03-31,50.6
50,Worblental,,,,2022-03-06,
51,Cazis (Waldau),,,,2022-04-07,
52,Scuol (Sot Ruinas),,,,2022-07-02,
53,S-chanf (Oberengadin),2023-01-11,56.4,-34.8,2022-12-31,34.8
54,Davos (Gadenstatt),2023-01-11,15.9,-18.8,2022-02-26,18.8
55,Klosters (Gulfia),,,,2022-12-22,
56,Chur,2023-01-12,9.1,1.5,2022-03-12,1.5
57,Arosa,,,,2022-04-09,
58,Landquart,,,,2022-11-07,
59,Seewis (Vorderes Prättigau),,,,2022-02-28,
60,Aarau,,,,2022-07-20,
61,Baden,,,,2022-03-08,
62,Bremgarten,,,,2022-07-22,
63,Wohlen,,,,2022-03-10,
64,Moossee-Urtenenbach,,,,2022-03-07,
65,Brugg,,,,2022-03-07,
66,Reinach,,,,2022-03-10,
67,Kaisten,,,,2022-07-19,
68,Lenzburg,,,,2022-03-08,
69,Aarburg,,,,2022-03-07,
70,Zofingen,,,,2022-03-10,
71,"Hefenhofen (Aachtal, Moos)",,,,2022-03-05,
72,Frauenfeld,2023-01-11,4.8,-18.5,2022-03-05,18.5
73,Weinfelden (Mittelthurgau),,,,2022-03-05,
74,Bellinzona (Giubiasco),,,,2022-03-22,
75,Locarno (Foce Ticino),,,,2022-03-25,
76,Locarno (Foce Maggia),2023-01-13,15.2,-3.2,2022-03-22,3.2
77,Lugano,2023-01-12,19.8,-1.0,2022-03-13,1.0
78,Mendrisio (Rancate),,,,2022-02-10,
79,Chiasso (Vacallo),2023-01-13,12.8,-9.1,2022-10-08,9.1
80,Bülach,2023-01-11,15.8,-1.0,2022-03-10,1.0
81,Lausanne (Vidy),2023-01-12,14.1,-10.4,2022-03-07,10.4
82,Morges,,,,2022-03-06,
83,Commugny,,,,2022-03-07,
84,Gland (Apec),,,,2022-03-30,
85,Nyon,,,,2022-03-28,
86,Grindelwald,2023-01-13,9.6,-14.7,2022-07-11,14.7
87,Lauterbrunnen,,,,2022-02-10,
88,Montreux/Pierrier,,,,2022-07-11,
89,Vevey (Aviron),,,,2022-03-05,
90,Interlaken,,,,2022-03-07,
91,Yverdon,,,,2022-07-11,
92,Brig-Glis (Briglina),2023-01-13,11.2,0.3,2022-09-24,0.3
93,Bagnes-Le Châble,2023-01-11,38.3,-36.1,2022-12-23,36.1
94,Goms,,,,2022-07-17,
95,Martigny,2023-01-11,4.0,-12.8,2022-10-10,12.8
96,Sierre/Noes,2023-01-13,38.5,16.1,2022-10-15,16.1
97,Sion/Chateauneuf,,,,2022-06-18,
98,Zermatt,,,,2022-07-15,
99,Colombier (La Saunerie),,,,2022-10-02,
100,La-Chaux-de-Fonds,,,,2022-03-06,
101,Neuchatel,2023-01-11,10.2,-6.7,2022-03-12,6.7
102,Satigny/Bois-de-Bay,,,,2022-03-21,
103,Thonex/Villette,,,,2022-03-25,
104,Aire,2023-01-12,13.3,2.8,2022-12-03,2.8
105,Laupen,2023-01-12,1.9,-2.4,2022-03-12,2.4
106,Delemont (Sede),2023-01-12,7.9,-31.1,2022-02-10,31.1
107,Porrentruy (Sepe),2023-01-11,9.9,-57.9,2022-11-17,57.9
108,Biel,,,,2022-03-06,
109,Saanen,,,,2022-03-08,
110,Niederglatt (Fischb.-Gl.),,,,2022-07-11,
111,Thunersee,2023-01-12,2.4,-5.8,2022-03-08,5.8
112,Mittl. Emmental,,,,2022-03-05,
