,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
0,Liechtenstein,2022-12-16,35.3,12.8,2022-03-07,12.8
1,Buholz (Real),2022-12-12,39.9,14.8,2022-02-26,14.8
2,Rontal,2022-12-13,39.5,3.7,2022-07-01,3.7
3,Altdorf,2022-12-12,26.0,7.5,2022-03-02,7.5
4,Wetzikon (Flos),2022-12-16,68.6,2.6,2022-03-21,2.6
5,Hoefe,,,,2022-10-03,
6,Horgen,2022-12-16,46.2,7.6,2022-10-01,7.6
7,Untermarch,2022-12-13,97.8,75.9,2022-02-25,75.9
8,Schwyz,2022-12-14,53.2,16.9,2022-07-11,16.9
9,Alpnach (Sarneraatal),2022-12-13,50.2,25.8,2022-02-10,25.8
10,Engelberg,2022-12-13,18.7,-7.0,2022-07-06,7.0
11,Stans (Rotzwinkel),2022-12-12,32.9,8.3,2022-07-10,8.3
12,Meilen (Rorguet),2022-12-16,33.6,-3.1,2022-03-21,3.1
13,Glarnerland,2022-12-14,20.6,1.1,2022-04-07,1.1
14,Cham (Schoenau),2022-12-12,38.0,8.5,2022-07-13,8.5
15,Illnau-Effretikon,2022-12-16,30.0,-9.4,2022-03-17,9.4
16,Dübendorf (Ika Neugut),2022-12-16,51.3,-2.1,2022-07-21,2.1
17,Uster (Jungholz),2022-12-16,59.5,28.5,2022-07-11,28.5
18,Affoltern am Albis,2022-12-16,20.1,-33.0,2022-03-10,33.0
19,Vuippens (Ais),2022-12-11,15.0,-15.7,2022-03-05,15.7
20,Fribourg (Aele),2022-12-16,24.5,4.9,2022-02-10,4.9
21,Winterthur,2022-12-16,39.1,3.1,2022-07-15,3.1
22,Dietikon (Limeco),2022-12-16,48.0,-9.1,2022-07-11,9.1
23,Winznau (Zv Olten),2022-12-11,9.6,-4.8,2022-03-07,4.8
24,Zuchwil (Soloth.-Emme),2022-12-14,8.7,-7.3,2022-03-07,7.3
25,Grenchen (Buerenamt),2022-12-14,13.8,-2.6,2022-03-07,2.6
26,Werdhölzli,2022-12-15,40.5,7.4,2022-03-16,7.4
27,Basel,2022-12-16,16.9,-19.5,2022-03-24,19.5
28,Neuhausen A/Rhf. (Roeti),,,,2022-03-13,
29,Ramsen (Bibertal-Hegau),,,,2022-07-23,
30,Hallau (Klettgau),,,,2022-03-13,
31,Andelfingen,2022-12-16,40.8,-19.5,2022-11-14,19.5
32,Herisau (Bachwis),2022-12-16,28.1,,2022-03-17,
33,Lyss,2022-12-14,11.1,-1.0,2022-03-10,1.0
