,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
0,Liechtenstein,,,,2022-03-07,
1,Buholz (Real),2023-10-18,10.6,-2.1,2022-02-26,2.1
2,Rontal,,,,2022-07-01,
3,Altdorf,,,,2022-03-02,
4,Wetzikon (Flos),,,,2022-03-21,
5,Hoefe,,,,2022-10-03,
6,Horgen,,,,2022-10-01,
7,Untermarch,,,,2022-02-25,
8,Schwyz,2023-10-18,18.5,0.2,2022-07-11,0.2
9,Alpnach (Sarneraatal),,,,2022-02-10,
10,Engelberg,,,,2022-07-06,
11,Stans (Rotzwinkel),,,,2022-07-10,
12,Meilen (Rorguet),,,,2022-03-21,
13,Glarnerland,,,,2022-04-07,
14,Cham (Schoenau),,,,2022-07-13,
15,Illnau-Effretikon,,,,2022-03-17,
16,Dübendorf (Ika Neugut),,,,2022-12-19,
17,Uster (Jungholz),,,,2022-07-11,
18,Affoltern am Albis,,,,2022-03-10,
19,Vuippens (Ais),,,,2022-03-05,
20,Fribourg (Aele),,,,2022-02-10,
21,Winterthur,,,,2022-07-15,
22,Dietikon (Limeco),,,,2022-07-11,
23,Winznau (Zv Olten),,,,2022-03-07,
24,Zuchwil (Soloth.-Emme),2023-10-17,26.7,3.1,2022-03-07,3.1
25,Grenchen (Buerenamt),,,,2022-03-07,
26,Werdhölzli,2023-10-17,7.9,-2.0,2022-03-16,2.0
27,Basel,2023-10-18,4.1,0.5,2022-03-24,0.5
28,Birs,,,,2023-03-14,
29,Birsig,,,,2022-12-06,
30,Zwingen (Laufental-L-Tal),,,,2022-12-09,
31,Ergolz 2,,,,2022-11-18,
32,Pratteln/Rhein,,,,2022-12-23,
33,Ergolz 1,,,,2022-11-13,
34,Neuhausen A/Rhf. (Roeti),,,,2022-12-24,
35,Ramsen (Bibertal-Hegau),,,,2022-12-24,
36,Hallau (Klettgau),,,,2022-12-26,
37,Andelfingen,,,,2022-11-14,
38,Herisau (Bachwis),,,,2022-03-17,
39,Lyss,,,,2022-03-10,
