,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
0,Liechtenstein,,,,2022-03-07,
1,Buholz (Real),2022-12-30,10.7,-39.3,2022-02-26,39.3
2,Rontal,2022-12-27,100.0,67.2,2022-12-26,67.2
3,Altdorf,2022-12-28,36.5,13.5,2022-03-02,13.5
4,Wetzikon (Flos),2022-12-30,58.2,18.4,2022-03-21,18.4
5,Hoefe,2022-12-27,35.4,4.6,2022-10-03,4.6
6,Horgen,2022-12-30,76.8,16.4,2022-10-01,16.4
7,Untermarch,2022-12-27,15.0,-30.1,2022-02-25,30.1
8,Schwyz,2022-12-27,8.5,-34.3,2022-07-11,34.3
9,Alpnach (Sarneraatal),,,,2022-02-10,
10,Engelberg,2022-12-27,21.3,-5.0,2022-07-06,5.0
11,Stans (Rotzwinkel),2022-12-30,25.6,-16.8,2022-07-10,16.8
12,Meilen (Rorguet),2022-12-30,44.9,1.3,2022-03-21,1.3
13,Glarnerland,2022-12-28,10.0,-4.4,2022-04-07,4.4
14,Cham (Schoenau),2022-12-30,8.9,-8.6,2022-07-13,8.6
15,Illnau-Effretikon,2022-12-30,19.8,-1.9,2022-03-17,1.9
16,Dübendorf (Ika Neugut),2022-12-30,89.4,-6.4,2022-12-19,6.4
17,Uster (Jungholz),2022-12-30,37.7,-8.7,2022-07-11,8.7
18,Affoltern am Albis,2022-12-30,25.3,-4.4,2022-03-10,4.4
19,Vuippens (Ais),2022-12-30,11.2,-19.4,2022-03-05,19.4
20,Fribourg (Aele),2022-12-30,10.2,-14.0,2022-02-10,14.0
21,Winterthur,2022-12-31,46.6,2.3,2022-07-15,2.3
22,Dietikon (Limeco),2022-12-30,31.7,5.3,2022-07-11,5.3
23,Winznau (Zv Olten),,,,2022-03-07,
24,Zuchwil (Soloth.-Emme),,,,2022-03-07,
25,Grenchen (Buerenamt),,,,2022-03-07,
26,Werdhölzli,2022-12-29,16.3,-10.4,2022-03-16,10.4
27,Basel,2023-01-01,2.7,-7.0,2022-03-24,7.0
28,Neuhausen A/Rhf. (Roeti),,,,2022-03-13,
29,Ramsen (Bibertal-Hegau),,,,2022-07-23,
30,Hallau (Klettgau),,,,2022-03-13,
31,Andelfingen,2022-12-30,31.7,-13.5,2022-11-14,13.5
32,Herisau (Bachwis),2022-12-29,10.5,-6.5,2022-03-17,6.5
33,Lyss,,,,2022-03-10,
34,Appenzell (Boedeli),,,,2022-03-31,
35,St.Gallen (Au),2022-12-29,5.9,0.3,2022-04-01,0.3
36,St.Gallen (Hofen),,,,2022-03-07,
37,Aarwangen (Zala),,,,2022-02-10,
38,Steinach (Morgental),,,,2022-03-17,
39,Au (Rosenbergsau),2022-12-29,7.3,-7.2,2022-03-07,7.2
40,Altenrhein,2022-12-29,21.6,-4.1,2022-03-15,4.1
41,Buchs,,,,2022-03-07,
42,Bad Ragaz,2022-12-28,6.0,-2.6,2022-03-05,2.6
43,Flums (Seez),,,,2022-03-05,
44,Rapperswil-Jona,2022-12-29,5.3,-4.7,2022-03-06,4.7
45,Flawil (Oberglatt),,,,2022-03-07,
46,Wil,2022-12-30,5.3,-1.4,2022-03-07,1.4
47,Region Bern,2022-12-28,11.1,2.0,2022-02-10,2.0
48,Poschiavo (Li Geri),2022-12-28,80.3,70.2,2022-11-05,70.2
49,Schluein (Gruob),2022-12-28,35.5,-8.7,2022-03-31,8.7
50,Worblental,,,,2022-03-06,
51,Cazis (Waldau),2022-12-28,9.0,-6.3,2022-04-07,6.3
52,Scuol (Sot Ruinas),2022-12-28,45.6,23.1,2022-07-02,23.1
53,S-chanf (Oberengadin),2022-12-28,61.0,29.5,2022-06-30,29.5
54,Davos (Gadenstatt),2022-12-28,21.9,5.9,2022-02-26,5.9
