,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
0,Liechtenstein,,,,2022-03-07,
1,Buholz (Real),,,,2022-02-26,
2,Rontal,2022-11-22,44.2,-12.7,2022-07-01,12.7
3,Altdorf,,,,2022-03-02,
4,Wetzikon (Flos),2022-11-25,34.2,-27.7,2022-03-21,27.7
5,Hoefe,2022-11-22,40.7,13.3,2022-10-03,13.3
6,Horgen,2022-11-25,23.7,-29.1,2022-10-01,29.1
7,Untermarch,2022-11-22,54.5,13.2,2022-02-25,13.2
8,Schwyz,2022-11-23,77.2,49.3,2022-07-11,49.3
9,Alpnach (Sarneraatal),,,,2022-02-10,
10,Engelberg,2022-11-22,20.6,5.6,2022-07-06,5.6
11,Stans (Rotzwinkel),,,,2022-07-10,
12,Meilen (Rorguet),2022-11-25,36.7,-6.5,2022-03-21,6.5
13,Glarnerland,2022-11-23,17.3,3.6,2022-04-07,3.6
14,Cham (Schoenau),,,,2022-07-13,
15,Illnau-Effretikon,2022-11-25,36.1,8.4,2022-03-17,8.4
16,Dübendorf (Ika Neugut),2022-11-25,17.2,-49.5,2022-07-21,49.5
17,Uster (Jungholz),2022-11-23,47.1,-19.8,2022-07-11,19.8
18,Affoltern am Albis,2022-11-25,22.6,-18.3,2022-03-10,18.3
19,Vuippens (Ais),,,,2022-03-05,
20,Fribourg (Aele),2022-11-25,52.4,17.7,2022-02-10,17.7
21,Winterthur,2022-11-25,43.5,-8.3,2022-07-15,8.3
22,Dietikon (Limeco),2022-11-25,36.1,-4.3,2022-07-11,4.3
23,Winznau (Zv Olten),,,,2022-03-07,
24,Zuchwil (Soloth.-Emme),,,,2022-03-07,
25,Grenchen (Buerenamt),,,,2022-03-07,
26,Werdhölzli,2022-11-24,23.4,1.9,2022-03-16,1.9
27,Basel,2022-11-25,9.0,-13.5,2022-03-24,13.5
28,Neuhausen A/Rhf. (Roeti),,,,2022-03-13,
29,Ramsen (Bibertal-Hegau),,,,2022-07-23,
30,Hallau (Klettgau),,,,2022-03-13,
