,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
0,Liechtenstein,,,,2022-03-07,
1,Buholz (Real),2023-01-03,18.9,-11.0,2022-02-26,11.0
2,Rontal,,,,2022-07-01,
3,Altdorf,,,,2022-03-02,
4,Wetzikon (Flos),,,,2022-03-21,
5,Hoefe,,,,2022-10-03,
6,Horgen,,,,2022-10-01,
7,Untermarch,,,,2022-02-25,
8,Schwyz,,,,2022-07-11,
9,Alpnach (Sarneraatal),2023-01-04,14.0,,2022-02-10,
10,Engelberg,,,,2022-07-06,
11,Stans (Rotzwinkel),2023-01-03,26.6,-6.1,2022-07-10,6.1
12,Meilen (Rorguet),,,,2022-03-21,
13,Glarnerland,,,,2022-04-07,
14,Cham (Schoenau),,,,2022-07-13,
15,Illnau-Effretikon,,,,2022-03-17,
16,Dübendorf (Ika Neugut),,,,2022-12-19,
17,Uster (Jungholz),,,,2022-07-11,
18,Affoltern am Albis,,,,2022-03-10,
19,Vuippens (Ais),,,,2022-03-05,
20,Fribourg (Aele),2023-01-05,6.2,-3.2,2022-02-10,3.2
21,Winterthur,,,,2022-07-15,
22,Dietikon (Limeco),,,,2022-07-11,
23,Winznau (Zv Olten),,,,2022-03-07,
24,Zuchwil (Soloth.-Emme),2023-01-04,45.2,36.3,2022-03-07,36.3
25,Grenchen (Buerenamt),,,,2022-03-07,
26,Werdhölzli,2023-01-05,11.1,-6.2,2022-03-16,6.2
27,Basel,2023-01-06,2.4,-1.8,2022-03-24,1.8
28,Neuhausen A/Rhf. (Roeti),,,,2022-03-13,
29,Ramsen (Bibertal-Hegau),,,,2022-07-23,
30,Hallau (Klettgau),,,,2022-03-13,
31,Andelfingen,,,,2022-11-14,
32,Herisau (Bachwis),,,,2022-03-17,
33,Lyss,,,,2022-03-10,
34,Appenzell (Boedeli),,,,2022-03-31,
35,St.Gallen (Au),,,,2022-04-01,
36,St.Gallen (Hofen),,,,2022-03-07,
37,Aarwangen (Zala),,,,2022-02-10,
38,Steinach (Morgental),,,,2022-03-17,
39,Au (Rosenbergsau),,,,2022-03-07,
40,Altenrhein,2023-01-05,13.1,-8.3,2022-03-15,8.3
41,Buchs,,,,2022-03-07,
42,Bad Ragaz,,,,2022-03-05,
43,Flums (Seez),2023-01-04,5.9,2.1,2022-03-05,2.1
44,Rapperswil-Jona,2023-01-05,13.3,8.7,2022-03-06,8.7
45,Flawil (Oberglatt),,,,2022-03-07,
46,Wil,,,,2022-03-07,
47,Region Bern,2023-01-05,7.3,-1.6,2022-02-10,1.6
48,Poschiavo (Li Geri),,,,2022-11-05,
49,Schluein (Gruob),,,,2022-03-31,
50,Worblental,,,,2022-03-06,
51,Cazis (Waldau),,,,2022-04-07,
52,Scuol (Sot Ruinas),,,,2022-07-02,
53,S-chanf (Oberengadin),,,,2022-06-30,
54,Davos (Gadenstatt),,,,2022-02-26,
55,Klosters (Gulfia),,,,2022-12-22,
56,Chur,2023-01-05,8.4,-4.6,2022-03-12,4.6
57,Arosa,,,,2022-04-09,
58,Landquart,,,,2022-11-07,
59,Seewis (Vorderes Prättigau),,,,2022-02-28,
60,Aarau,,,,2022-07-20,
61,Baden,,,,2022-03-08,
62,Bremgarten,,,,2022-07-22,
63,Wohlen,,,,2022-03-10,
64,Moossee-Urtenenbach,,,,2022-03-07,
65,Brugg,,,,2022-03-07,
66,Reinach,,,,2022-03-10,
67,Kaisten,,,,2022-07-19,
68,Lenzburg,,,,2022-03-08,
69,Aarburg,,,,2022-03-07,
70,Zofingen,,,,2022-03-10,
71,"Hefenhofen (Aachtal, Moos)",,,,2022-03-05,
72,Frauenfeld,2023-01-04,32.7,23.1,2022-03-05,23.1
73,Weinfelden (Mittelthurgau),,,,2022-03-05,
74,Bellinzona (Giubiasco),,,,2022-03-22,
75,Locarno (Foce Ticino),,,,2022-03-25,
76,Locarno (Foce Maggia),2023-01-06,17.2,-39.1,2022-03-22,39.1
77,Lugano,2023-01-05,27.8,-12.7,2022-03-13,12.7
78,Mendrisio (Rancate),,,,2022-02-10,
79,Chiasso (Vacallo),2023-01-06,26.3,-34.2,2022-10-08,34.2
80,Bülach,,,,2022-03-10,
81,Lausanne (Vidy),2023-01-05,46.6,15.5,2022-03-07,15.5
82,Morges,,,,2022-03-06,
83,Commugny,,,,2022-03-07,
