,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
0,Liechtenstein,,,,2022-03-07,
1,Buholz (Real),2023-03-07,30.9,-15.1,2022-02-26,15.1
2,Rontal,,,,2022-07-01,
3,Altdorf,2023-03-07,28.7,-48.7,2022-03-02,48.7
4,Wetzikon (Flos),,,,2022-03-21,
5,Hoefe,,,,2022-10-03,
6,Horgen,,,,2022-10-01,
7,Untermarch,,,,2022-02-25,
8,Schwyz,2023-03-07,11.0,-10.0,2022-07-11,10.0
9,Alpnach (Sarneraatal),2023-03-07,17.9,-11.9,2022-02-10,11.9
10,Engelberg,,,,2022-07-06,
11,Stans (Rotzwinkel),2023-03-07,40.5,-0.5,2022-07-10,0.5
12,Meilen (Rorguet),,,,2022-03-21,
13,Glarnerland,2023-03-08,50.2,16.0,2022-04-07,16.0
14,Cham (Schoenau),2023-03-07,31.5,-5.8,2022-07-13,5.8
15,Illnau-Effretikon,2023-03-09,61.1,28.8,2022-03-17,28.8
16,Dübendorf (Ika Neugut),,,,2022-12-19,
17,Uster (Jungholz),,,,2022-07-11,
18,Affoltern am Albis,,,,2022-03-10,
19,Vuippens (Ais),,,,2022-03-05,
20,Fribourg (Aele),2023-03-08,11.4,-1.8,2022-02-10,1.8
21,Winterthur,2023-03-09,50.4,12.1,2022-07-15,12.1
22,Dietikon (Limeco),2023-03-09,65.8,31.9,2022-07-11,31.9
23,Winznau (Zv Olten),,,,2022-03-07,
24,Zuchwil (Soloth.-Emme),,,,2022-03-07,
25,Grenchen (Buerenamt),,,,2022-03-07,
26,Werdhölzli,2023-03-10,37.5,16.0,2022-03-16,16.0
27,Basel,2023-03-10,6.0,1.1,2022-03-24,1.1
28,Birs,,,,2022-12-09,
29,Birsig,,,,2022-12-06,
30,Zwingen (Laufental-L-Tal),,,,2022-12-09,
31,Ergolz 2,,,,2022-11-18,
32,Pratteln/Rhein,,,,2022-12-23,
33,Ergolz 1,,,,2022-11-13,
34,Neuhausen A/Rhf. (Roeti),2023-03-08,23.2,6.5,2022-12-24,6.5
35,Ramsen (Bibertal-Hegau),2023-03-08,52.8,,2022-12-24,
36,Hallau (Klettgau),,,,2022-12-26,
37,Andelfingen,,,,2022-11-14,
38,Herisau (Bachwis),,,,2022-03-17,
39,Lyss,,,,2022-03-10,
40,Appenzell (Boedeli),2023-03-09,26.7,17.0,2022-03-31,17.0
41,St.Gallen (Au),,,,2022-04-01,
42,St.Gallen (Hofen),,,,2022-03-07,
43,Aarwangen (Zala),,,,2022-02-10,
44,Steinach (Morgental),,,,2022-03-17,
45,Au (Rosenbergsau),,,,2022-03-07,
46,Altenrhein,2023-03-09,27.7,5.3,2022-03-15,5.3
47,Buchs,,,,2022-03-07,
48,Bad Ragaz,,,,2022-03-05,
49,Flums (Seez),2023-03-08,16.1,-1.3,2022-03-05,1.3
50,Rapperswil-Jona,2023-03-09,12.6,0.8,2022-03-06,0.8
51,Flawil (Oberglatt),,,,2022-03-07,
52,Wil,,,,2022-03-07,
53,Region Bern,2023-03-08,10.3,6.2,2022-02-10,6.2
54,Poschiavo (Li Geri),,,,2022-11-05,
55,Schluein (Gruob),2023-03-08,49.4,-50.6,2023-02-27,50.6
56,Worblental,,,,2022-03-06,
57,Cazis (Waldau),,,,2022-04-07,
58,Scuol (Sot Ruinas),,,,2022-07-02,
59,S-chanf (Oberengadin),2023-03-08,65.1,18.1,2022-12-31,18.1
60,Davos (Gadenstatt),2023-03-08,45.4,-3.1,2022-02-26,3.1
61,Klosters (Gulfia),,,,2022-12-22,
62,Chur,2023-03-09,17.5,-28.2,2022-03-12,28.2
63,Arosa,,,,2022-04-09,
64,Landquart,,,,2022-11-07,
65,Seewis (Vorderes Prättigau),,,,2022-02-28,
66,Aarau,,,,2022-12-04,
67,Burgdorf,,,,2022-10-17,
68,Baden,,,,2022-12-09,
69,Bremgarten,,,,2022-07-22,
70,Wohlen,,,,2022-12-09,
71,Moossee-Urtenenbach,,,,2022-03-07,
72,Brugg,,,,2022-12-10,
73,Reinach,,,,2022-03-10,
74,Kaisten,,,,2022-07-19,
75,Lenzburg,,,,2022-11-29,
76,Aarburg,,,,2022-03-07,
77,Zofingen,,,,2022-12-23,
78,"Hefenhofen (Aachtal, Moos)",,,,2022-03-05,
79,Frauenfeld,2023-03-08,23.4,9.5,2022-03-05,9.5
80,Weinfelden (Mittelthurgau),,,,2022-03-05,
81,Bellinzona (Giubiasco),,,,2022-03-22,
82,Locarno (Foce Ticino),,,,2022-03-25,
83,Locarno (Foce Maggia),2023-03-10,33.7,-0.6,2022-03-22,0.6
84,Lugano,2023-03-09,23.6,-0.1,2022-03-13,0.1
85,Mendrisio (Rancate),,,,2022-02-10,
86,Chiasso (Vacallo),2023-03-10,25.7,-19.4,2022-10-08,19.4
87,Bülach,,,,2022-03-10,
88,Lausanne (Vidy),2023-03-08,19.8,13.2,2022-03-07,13.2
89,Morges,,,,2022-03-06,
90,Commugny,,,,2022-03-07,
91,Gland (Apec),,,,2022-03-30,
92,Nyon,,,,2022-03-28,
93,Grindelwald,2023-03-09,32.5,12.9,2022-07-11,12.9
94,Lauterbrunnen,,,,2022-02-10,
95,Montreux/Pierrier,,,,2022-07-11,
96,Vevey (Aviron),,,,2022-03-05,
97,Interlaken,,,,2022-03-07,
98,Yverdon,,,,2022-07-11,
99,Brig-Glis (Briglina),2023-03-10,60.6,13.9,2022-09-24,13.9
100,Bagnes-Le Châble,2023-03-07,89.9,45.5,2023-02-23,45.5
101,Goms,,,,2022-07-17,
102,Martigny,2023-03-08,8.2,0.6,2022-10-10,0.6
103,Sierre/Noes,2023-03-10,47.6,-9.6,2022-10-15,9.6
104,Sion/Chateauneuf,,,,2022-06-18,
105,Zermatt,,,,2022-07-15,
106,Colombier (La Saunerie),,,,2022-10-02,
107,La-Chaux-de-Fonds,,,,2022-03-06,
108,Neuchatel,2023-03-08,8.4,-0.6,2022-03-12,0.6
109,Satigny/Bois-de-Bay,,,,2022-03-21,
110,Thonex/Villette,,,,2022-03-25,
111,Aire,2023-03-09,16.5,2.6,2022-12-03,2.6
112,Laupen,2023-03-07,21.5,9.1,2022-03-12,9.1
113,Delemont (Sede),2023-03-09,13.5,1.2,2022-02-10,1.2
114,Porrentruy (Sepe),2023-03-08,52.0,40.4,2022-11-17,40.4
115,Biel,,,,2022-03-06,
116,Saanen,,,,2022-03-08,
117,Niederglatt (Fischb.-Gl.),,,,2022-07-11,
118,Thunersee,2023-03-08,15.8,9.8,2022-03-08,9.8
119,Mittl. Emmental,,,,2022-03-05,
