,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
98,Yverdon,,,,2022-07-11,
99,Brig-Glis (Briglina),,,,2022-09-24,
100,Bagnes-Le Châble,,,,2023-02-23,
101,Goms,,,,2022-07-17,
102,Martigny,,,,2022-10-10,
103,Sierre/Noes,,,,2023-04-30,
104,Sion/Chateauneuf,,,,2022-06-18,
105,Zermatt,,,,2022-07-15,
106,Colombier (La Saunerie),,,,2022-10-02,
107,La-Chaux-de-Fonds,,,,2022-03-06,
108,Neuchatel,2023-06-28,0.7,-0.4,2022-03-12,0.4
109,Satigny/Bois-de-Bay,,,,2022-03-21,
110,Thonex/Villette,,,,2022-03-25,
111,Aire,2023-06-29,5.7,-0.4,2022-12-03,0.4
112,Laupen,2023-06-29,2.4,-0.7,2022-03-12,0.7
113,Delemont (Sede),,,,2023-04-10,
114,Porrentruy (Sepe),,,,2022-11-17,
115,Biel,,,,2022-03-06,
116,Saanen,,,,2022-03-08,
117,Niederglatt (Fischb.-Gl.),,,,2022-07-11,
118,Thunersee,,,,2022-03-08,
119,Mittl. Emmental,,,,2022-03-05,
