,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
0,Liechtenstein,2022-11-16,7.7,-0.5,2022-03-07,0.5
1,Buholz (Real),,,,2022-02-26,
2,Rontal,2022-11-15,37.4,-3.7,2022-07-01,3.7
3,Altdorf,,,,2022-03-02,
4,Wetzikon (Flos),2022-11-18,65.0,34.7,2022-03-21,34.7
5,Hoefe,2022-11-15,26.3,-19.6,2022-10-03,19.6
6,Horgen,2022-11-18,57.8,8.7,2022-10-01,8.7
7,Untermarch,2022-11-15,36.2,-41.9,2022-02-25,41.9
8,Schwyz,2022-11-15,19.3,-28.4,2022-07-11,28.4
9,Alpnach (Sarneraatal),,,,2022-02-10,
10,Engelberg,2022-11-15,13.0,-1.6,2022-07-06,1.6
11,Stans (Rotzwinkel),,,,2022-07-10,
12,Meilen (Rorguet),2022-11-18,46.7,4.3,2022-03-21,4.3
13,Glarnerland,2022-11-16,11.9,0.7,2022-04-07,0.7
14,Cham (Schoenau),,,,2022-07-13,
15,Illnau-Effretikon,2022-11-18,32.0,-2.1,2022-03-17,2.1
16,Dübendorf (Ika Neugut),2022-11-18,80.5,59.1,2022-07-21,59.1
17,Uster (Jungholz),2022-11-18,70.5,15.4,2022-07-11,15.4
18,Affoltern am Albis,2022-11-18,46.2,-9.3,2022-03-10,9.3
19,Vuippens (Ais),2022-11-16,43.8,33.0,2022-03-05,33.0
20,Fribourg (Aele),2022-11-18,37.5,17.6,2022-02-10,17.6
21,Winterthur,2022-11-18,59.9,42.0,2022-07-15,42.0
22,Dietikon (Limeco),2022-11-18,45.3,-1.2,2022-07-11,1.2
23,Winznau (Zv Olten),2022-11-16,11.9,-0.3,2022-03-07,0.3
24,Zuchwil (Soloth.-Emme),,,,2022-03-07,
25,Grenchen (Buerenamt),,,,2022-03-07,
26,Werdhölzli,,,,2022-03-16,
27,Basel,2022-11-18,25.1,12.4,2022-03-24,12.4
28,Neuhausen A/Rhf. (Roeti),,,,2022-03-13,
29,Ramsen (Bibertal-Hegau),,,,2022-07-23,
30,Hallau (Klettgau),,,,2022-03-13,
31,Andelfingen,2022-11-18,97.4,25.5,2022-11-14,25.5
32,Herisau (Bachwis),2022-11-18,23.1,5.8,2022-03-17,5.8
33,Lyss,2022-11-16,24.4,6.3,2022-03-10,6.3
34,Appenzell (Boedeli),,,,2022-03-31,
35,St.Gallen (Au),2022-11-17,8.0,3.4,2022-04-01,3.4
36,St.Gallen (Hofen),,,,2022-03-07,
37,Aarwangen (Zala),,,,2022-02-10,
38,Steinach (Morgental),2022-11-18,12.8,5.5,2022-03-17,5.5
39,Au (Rosenbergsau),2022-11-16,14.7,0.4,2022-03-07,0.4
40,Altenrhein,,,,2022-03-15,
41,Buchs,,,,2022-03-07,
42,Bad Ragaz,2022-11-16,12.6,2.9,2022-03-05,2.9
43,Flums (Seez),2022-11-16,9.2,3.4,2022-03-05,3.4
44,Rapperswil-Jona,2022-11-17,14.6,2.9,2022-03-06,2.9
45,Flawil (Oberglatt),,,,2022-03-07,
46,Wil,2022-11-18,12.0,8.5,2022-03-07,8.5
47,Region Bern,2022-11-18,49.3,31.6,2022-02-10,31.6
48,Poschiavo (Li Geri),2022-11-16,5.1,-81.5,2022-11-05,81.5
49,Schluein (Gruob),2022-11-16,49.6,31.1,2022-03-31,31.1
50,Worblental,2022-11-17,37.3,18.9,2022-03-06,18.9
51,Cazis (Waldau),2022-11-16,14.4,5.2,2022-04-07,5.2
52,Scuol (Sot Ruinas),2022-11-16,7.5,3.1,2022-07-02,3.1
53,S-chanf (Oberengadin),2022-11-16,8.7,-1.2,2022-06-30,1.2
54,Davos (Gadenstatt),2022-11-16,12.5,4.6,2022-02-26,4.6
55,Klosters (Gulfia),2022-11-16,29.3,5.5,2022-06-30,5.5
56,Chur,,,,2022-03-12,
57,Arosa,2022-11-16,16.3,11.3,2022-04-09,11.3
58,Landquart,2022-11-16,23.8,-76.2,2022-11-07,76.2
59,Seewis (Vorderes Prättigau),2022-11-16,35.2,20.8,2022-02-28,20.8
60,Aarau,,,,2022-07-20,
61,Baden,,,,2022-03-08,
62,Bremgarten,,,,2022-07-22,
63,Wohlen,,,,2022-03-10,
64,Moossee-Urtenenbach,2022-11-18,8.0,-0.7,2022-03-07,0.7
65,Brugg,,,,2022-03-07,
66,Reinach,,,,2022-03-10,
67,Kaisten,,,,2022-07-19,
68,Lenzburg,,,,2022-03-08,
69,Aarburg,,,,2022-03-07,
70,Zofingen,,,,2022-03-10,
71,"Hefenhofen (Aachtal, Moos)",2022-11-16,5.8,0.1,2022-03-05,0.1
72,Frauenfeld,2022-11-16,11.7,-9.7,2022-03-05,9.7
73,Weinfelden (Mittelthurgau),2022-11-15,27.0,4.9,2022-03-05,4.9
74,Bellinzona (Giubiasco),2022-11-18,18.9,-0.4,2022-03-22,0.4
75,Locarno (Foce Ticino),2022-11-18,33.7,4.3,2022-03-25,4.3
76,Locarno (Foce Maggia),2022-11-18,16.3,-5.4,2022-03-22,5.4
77,Lugano,,,,2022-03-13,
78,Mendrisio (Rancate),2022-11-18,20.2,-10.6,2022-02-10,10.6
79,Chiasso (Vacallo),2022-11-18,23.3,-5.6,2022-10-08,5.6
80,Bülach,2022-11-18,28.8,6.6,2022-03-10,6.6
81,Lausanne (Vidy),2022-11-17,47.3,5.5,2022-03-07,5.5
82,Morges,,,,2022-03-06,
83,Commugny,,,,2022-03-07,
84,Gland (Apec),,,,2022-03-30,
85,Nyon,,,,2022-03-28,
86,Grindelwald,2022-11-17,9.7,-3.1,2022-07-11,3.1
87,Lauterbrunnen,2022-11-16,5.0,-7.4,2022-02-10,7.4
88,Montreux/Pierrier,,,,2022-07-11,
89,Vevey (Aviron),,,,2022-03-05,
90,Interlaken,2022-11-16,35.4,-4.9,2022-03-07,4.9
91,Yverdon,,,,2022-07-11,
92,Brig-Glis (Briglina),2022-11-18,43.9,8.1,2022-09-24,8.1
93,Bagnes-Le Châble,2022-11-16,18.0,7.4,2022-07-11,7.4
94,Goms,2022-11-17,25.7,-14.1,2022-07-17,14.1
95,Martigny,2022-11-16,19.0,7.6,2022-10-10,7.6
96,Sierre/Noes,2022-11-18,48.3,10.1,2022-10-15,10.1
97,Sion/Chateauneuf,,,,2022-06-18,
98,Zermatt,2022-11-15,11.0,-2.1,2022-07-15,2.1
99,Colombier (La Saunerie),2022-11-17,31.3,15.3,2022-10-02,15.3
100,La-Chaux-de-Fonds,2022-11-17,8.6,-1.5,2022-03-06,1.5
101,Neuchatel,2022-11-17,28.6,5.7,2022-03-12,5.7
102,Satigny/Bois-de-Bay,,,,2022-03-21,
103,Thonex/Villette,,,,2022-03-25,
104,Aire,,,,2022-07-04,
105,Laupen,,,,2022-03-12,
106,Delemont (Sede),2022-11-18,42.0,17.6,2022-02-10,17.6
107,Porrentruy (Sepe),2022-11-16,100.0,78.0,2022-11-15,78.0
108,Biel,,,,2022-03-06,
109,Saanen,2022-11-17,26.9,19.1,2022-03-08,19.1
110,Niederglatt (Fischb.-Gl.),2022-11-18,44.8,1.8,2022-07-11,1.8
