,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
0,Liechtenstein,2022-12-07,28.8,6.7,2022-03-07,6.7
1,Buholz (Real),2022-12-05,29.5,-1.7,2022-02-26,1.7
2,Rontal,2022-12-06,39.9,-9.0,2022-07-01,9.0
3,Altdorf,2022-12-05,27.2,-17.0,2022-03-02,17.0
4,Wetzikon (Flos),2022-12-02,43.8,9.0,2022-03-21,9.0
5,Hoefe,2022-12-06,48.4,26.5,2022-10-03,26.5
6,Horgen,2022-12-02,46.0,14.1,2022-10-01,14.1
7,Untermarch,2022-12-06,23.4,5.5,2022-02-25,5.5
8,Schwyz,2022-12-07,48.8,5.6,2022-07-11,5.6
9,Alpnach (Sarneraatal),2022-12-05,22.2,-26.5,2022-02-10,26.5
10,Engelberg,2022-12-06,14.7,4.7,2022-07-06,4.7
11,Stans (Rotzwinkel),2022-12-05,7.7,-22.4,2022-07-10,22.4
12,Meilen (Rorguet),2022-12-02,25.0,-9.2,2022-03-21,9.2
13,Glarnerland,2022-12-07,18.1,-6.5,2022-04-07,6.5
14,Cham (Schoenau),2022-12-05,21.3,-13.8,2022-07-13,13.8
15,Illnau-Effretikon,2022-12-02,26.1,-6.3,2022-03-17,6.3
16,Dübendorf (Ika Neugut),2022-12-02,37.6,14.5,2022-07-21,14.5
17,Uster (Jungholz),2022-12-02,33.5,-3.8,2022-07-11,3.8
18,Affoltern am Albis,2022-12-02,21.1,-3.0,2022-03-10,3.0
19,Vuippens (Ais),2022-12-07,22.7,-21.0,2022-03-05,21.0
20,Fribourg (Aele),2022-12-08,30.6,-3.1,2022-02-10,3.1
21,Winterthur,2022-12-03,44.1,-8.7,2022-07-15,8.7
22,Dietikon (Limeco),2022-12-02,30.5,-3.1,2022-07-11,3.1
23,Winznau (Zv Olten),2022-12-07,13.6,-8.0,2022-03-07,8.0
24,Zuchwil (Soloth.-Emme),2022-12-07,20.1,2.9,2022-03-07,2.9
25,Grenchen (Buerenamt),2022-12-07,17.1,-8.5,2022-03-07,8.5
26,Werdhölzli,2022-12-08,37.6,8.2,2022-03-16,8.2
27,Basel,2022-12-06,14.4,1.2,2022-03-24,1.2
28,Neuhausen A/Rhf. (Roeti),,,,2022-03-13,
29,Ramsen (Bibertal-Hegau),,,,2022-07-23,
30,Hallau (Klettgau),,,,2022-03-13,
31,Andelfingen,2022-12-02,34.7,16.4,2022-11-14,16.4
32,Herisau (Bachwis),2022-12-07,13.4,1.1,2022-03-17,1.1
33,Lyss,2022-12-08,12.7,-6.7,2022-03-10,6.7
34,Appenzell (Boedeli),,,,2022-03-31,
35,St.Gallen (Au),2022-12-08,5.2,-2.8,2022-04-01,2.8
36,St.Gallen (Hofen),2022-12-07,20.7,8.5,2022-03-07,8.5
37,Aarwangen (Zala),2022-12-05,22.9,0.9,2022-02-10,0.9
38,Steinach (Morgental),2022-12-07,8.9,-3.7,2022-03-17,3.7
39,Au (Rosenbergsau),2022-12-07,11.0,-11.1,2022-03-07,11.1
40,Altenrhein,2022-12-08,21.7,-0.0,2022-03-15,-0.0
41,Buchs,2022-12-09,6.9,-2.1,2022-03-07,2.1
42,Bad Ragaz,2022-12-07,9.6,1.4,2022-03-05,1.4
43,Flums (Seez),2022-12-04,4.7,1.5,2022-03-05,1.5
44,Rapperswil-Jona,2022-12-06,9.2,-5.9,2022-03-06,5.9
45,Flawil (Oberglatt),2022-12-09,12.0,-0.6,2022-03-07,0.6
46,Wil,2022-12-09,8.2,-3.6,2022-03-07,3.6
47,Region Bern,2022-12-09,11.8,-1.4,2022-02-10,1.4
48,Poschiavo (Li Geri),2022-12-07,20.0,-2.9,2022-11-05,2.9
49,Schluein (Gruob),2022-12-07,47.5,15.7,2022-03-31,15.7
50,Worblental,2022-12-05,24.8,9.4,2022-03-06,9.4
51,Cazis (Waldau),2022-12-07,7.5,-0.3,2022-04-07,0.3
52,Scuol (Sot Ruinas),2022-12-07,6.9,-11.8,2022-07-02,11.8
53,S-chanf (Oberengadin),2022-12-04,20.0,-1.3,2022-06-30,1.3
54,Davos (Gadenstatt),2022-12-07,10.2,-12.4,2022-02-26,12.4
55,Klosters (Gulfia),2022-12-07,9.7,-57.7,2022-06-30,57.7
56,Chur,2022-12-08,23.7,10.8,2022-03-12,10.8
