,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
0,Liechtenstein,,,,2022-03-07,
1,Buholz (Real),2023-03-14,14.5,-13.1,2022-02-26,13.1
2,Rontal,,,,2022-07-01,
3,Altdorf,2023-03-14,16.9,-9.0,2022-03-02,9.0
4,Wetzikon (Flos),,,,2022-03-21,
5,Hoefe,,,,2022-10-03,
6,Horgen,,,,2022-10-01,
7,Untermarch,,,,2022-02-25,
8,Schwyz,2023-03-14,17.4,4.8,2022-07-11,4.8
9,Alpnach (Sarneraatal),2023-03-14,23.5,9.0,2022-02-10,9.0
10,Engelberg,,,,2022-07-06,
11,Stans (Rotzwinkel),2023-03-14,12.2,-19.5,2022-07-10,19.5
12,Meilen (Rorguet),,,,2022-03-21,
13,Glarnerland,2023-03-15,60.6,6.5,2022-04-07,6.5
14,Cham (Schoenau),2023-03-14,16.3,-9.5,2022-07-13,9.5
15,Illnau-Effretikon,,,,2022-03-17,
16,Dübendorf (Ika Neugut),,,,2022-12-19,
17,Uster (Jungholz),,,,2022-07-11,
18,Affoltern am Albis,,,,2022-03-10,
19,Vuippens (Ais),,,,2022-03-05,
20,Fribourg (Aele),2023-03-15,17.2,3.7,2022-02-10,3.7
21,Winterthur,,,,2022-07-15,
22,Dietikon (Limeco),,,,2022-07-11,
23,Winznau (Zv Olten),,,,2022-03-07,
24,Zuchwil (Soloth.-Emme),,,,2022-03-07,
25,Grenchen (Buerenamt),,,,2022-03-07,
26,Werdhölzli,2023-03-16,30.4,-1.1,2022-03-16,1.1
27,Basel,,,,2022-03-24,
28,Birs,,,,2023-03-05,
29,Birsig,,,,2022-12-06,
30,Zwingen (Laufental-L-Tal),,,,2022-12-09,
31,Ergolz 2,,,,2022-11-18,
32,Pratteln/Rhein,,,,2022-12-23,
33,Ergolz 1,,,,2022-11-13,
34,Neuhausen A/Rhf. (Roeti),2023-03-15,16.4,-7.8,2022-12-24,7.8
35,Ramsen (Bibertal-Hegau),2023-03-15,17.8,-23.9,2022-12-24,23.9
36,Hallau (Klettgau),,,,2022-12-26,
37,Andelfingen,,,,2022-11-14,
38,Herisau (Bachwis),,,,2022-03-17,
39,Lyss,,,,2022-03-10,
40,Appenzell (Boedeli),2023-03-15,11.7,-15.0,2022-03-31,15.0
41,St.Gallen (Au),,,,2022-04-01,
42,St.Gallen (Hofen),,,,2022-03-07,
43,Aarwangen (Zala),,,,2022-02-10,
44,Steinach (Morgental),,,,2022-03-17,
45,Au (Rosenbergsau),,,,2022-03-07,
46,Altenrhein,2023-03-15,44.5,21.0,2022-03-15,21.0
47,Buchs,,,,2022-03-07,
48,Bad Ragaz,,,,2022-03-05,
49,Flums (Seez),2023-03-15,16.2,2.0,2022-03-05,2.0
