,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
0,Liechtenstein,,,,2022-03-07,
1,Buholz (Real),2023-02-21,15.3,-13.2,2022-02-26,13.2
2,Rontal,,,,2022-07-01,
3,Altdorf,2023-02-21,65.2,2.3,2022-03-02,2.3
4,Wetzikon (Flos),,,,2022-03-21,
5,Hoefe,,,,2022-10-03,
6,Horgen,,,,2022-10-01,
7,Untermarch,,,,2022-02-25,
8,Schwyz,2023-02-21,26.9,-14.2,2022-07-11,14.2
9,Alpnach (Sarneraatal),2023-02-21,34.2,-8.1,2022-02-10,8.1
10,Engelberg,,,,2022-07-06,
11,Stans (Rotzwinkel),2023-02-21,18.3,-6.8,2022-07-10,6.8
12,Meilen (Rorguet),,,,2022-03-21,
13,Glarnerland,2023-02-22,46.1,27.8,2022-04-07,27.8
14,Cham (Schoenau),2023-02-21,22.2,-8.6,2022-07-13,8.6
15,Illnau-Effretikon,2023-02-23,56.7,10.6,2022-03-17,10.6
16,Dübendorf (Ika Neugut),,,,2022-12-19,
17,Uster (Jungholz),,,,2022-07-11,
18,Affoltern am Albis,,,,2022-03-10,
19,Vuippens (Ais),,,,2022-03-05,
20,Fribourg (Aele),2023-02-15,2.5,0.5,2022-02-10,0.5
21,Winterthur,2023-02-23,61.9,27.2,2022-07-15,27.2
22,Dietikon (Limeco),2023-02-23,63.1,35.9,2022-07-11,35.9
23,Winznau (Zv Olten),,,,2022-03-07,
24,Zuchwil (Soloth.-Emme),2023-02-17,7.2,-0.0,2022-03-07,-0.0
25,Grenchen (Buerenamt),,,,2022-03-07,
26,Werdhölzli,2023-02-23,29.5,6.9,2022-03-16,6.9
27,Basel,2023-02-21,1.2,-0.8,2022-03-24,0.8
28,Birs,2023-02-18,19.1,-13.9,2022-12-09,13.9
29,Birsig,,,,2022-12-06,
30,Zwingen (Laufental-L-Tal),,,,2022-12-09,
31,Ergolz 2,,,,2022-11-18,
32,Pratteln/Rhein,,,,2022-12-23,
33,Ergolz 1,,,,2022-11-13,
34,Neuhausen A/Rhf. (Roeti),2023-02-22,33.9,15.4,2022-12-24,15.4
35,Ramsen (Bibertal-Hegau),2023-02-22,76.9,-0.0,2022-12-24,-0.0
36,Hallau (Klettgau),,,,2022-12-26,
37,Andelfingen,,,,2022-11-14,
38,Herisau (Bachwis),,,,2022-03-17,
39,Lyss,,,,2022-03-10,
40,Appenzell (Boedeli),2023-02-22,40.1,25.4,2022-03-31,25.4
41,St.Gallen (Au),,,,2022-04-01,
42,St.Gallen (Hofen),,,,2022-03-07,
43,Aarwangen (Zala),,,,2022-02-10,
44,Steinach (Morgental),,,,2022-03-17,
45,Au (Rosenbergsau),,,,2022-03-07,
46,Altenrhein,2023-02-16,27.0,13.0,2022-03-15,13.0
47,Buchs,,,,2022-03-07,
48,Bad Ragaz,,,,2022-03-05,
49,Flums (Seez),2023-02-17,6.7,3.2,2022-03-05,3.2
50,Rapperswil-Jona,2023-02-16,3.4,1.4,2022-03-06,1.4
51,Flawil (Oberglatt),,,,2022-03-07,
52,Wil,,,,2022-03-07,
53,Region Bern,2023-02-17,2.7,0.3,2022-02-10,0.3
54,Poschiavo (Li Geri),,,,2022-11-05,
55,Schluein (Gruob),2023-02-22,63.3,3.9,2022-03-31,3.9
56,Worblental,,,,2022-03-06,
57,Cazis (Waldau),,,,2022-04-07,
58,Scuol (Sot Ruinas),,,,2022-07-02,
59,S-chanf (Oberengadin),2023-02-22,37.9,-2.6,2022-12-31,2.6
60,Davos (Gadenstatt),2023-02-22,47.3,17.7,2022-02-26,17.7
61,Klosters (Gulfia),,,,2022-12-22,
62,Chur,2023-02-16,5.4,-3.6,2022-03-12,3.6
63,Arosa,,,,2022-04-09,
64,Landquart,,,,2022-11-07,
65,Seewis (Vorderes Prättigau),,,,2022-02-28,
66,Aarau,2023-02-19,14.7,-2.7,2022-12-04,2.7
67,Burgdorf,,,,2022-10-17,
68,Baden,2023-02-18,24.9,9.4,2022-12-09,9.4
69,Bremgarten,2023-02-20,15.5,0.6,2022-07-22,0.6
70,Wohlen,,,,2022-12-09,
71,Moossee-Urtenenbach,,,,2022-03-07,
72,Brugg,,,,2022-12-10,
73,Reinach,,,,2022-03-10,
74,Kaisten,2023-02-16,13.1,6.7,2022-07-19,6.7
75,Lenzburg,,,,2022-11-29,
76,Aarburg,,,,2022-03-07,
77,Zofingen,,,,2022-12-23,
78,"Hefenhofen (Aachtal, Moos)",,,,2022-03-05,
79,Frauenfeld,2023-02-17,15.5,9.6,2022-03-05,9.6
80,Weinfelden (Mittelthurgau),,,,2022-03-05,
81,Bellinzona (Giubiasco),,,,2022-03-22,
