,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
0,Liechtenstein,2023-03-01,18.3,0.6,2022-03-07,0.6
1,Buholz (Real),2023-02-28,59.5,40.6,2022-02-26,40.6
2,Rontal,,,,2022-07-01,
3,Altdorf,2023-02-28,97.7,27.5,2022-03-02,27.5
4,Wetzikon (Flos),,,,2022-03-21,
5,Hoefe,,,,2022-10-03,
6,Horgen,,,,2022-10-01,
7,Untermarch,,,,2022-02-25,
8,Schwyz,2023-02-28,27.4,-1.0,2022-07-11,1.0
9,Alpnach (Sarneraatal),2023-02-28,41.0,6.4,2022-02-10,6.4
10,Engelberg,,,,2022-07-06,
11,Stans (Rotzwinkel),2023-02-28,50.6,29.2,2022-07-10,29.2
12,Meilen (Rorguet),,,,2022-03-21,
13,Glarnerland,2023-02-27,34.3,-11.4,2022-04-07,11.4
14,Cham (Schoenau),2023-02-28,43.9,17.2,2022-07-13,17.2
15,Illnau-Effretikon,2023-03-02,31.0,-16.9,2022-03-17,16.9
16,Dübendorf (Ika Neugut),,,,2022-12-19,
17,Uster (Jungholz),,,,2022-07-11,
18,Affoltern am Albis,,,,2022-03-10,
19,Vuippens (Ais),,,,2022-03-05,
20,Fribourg (Aele),2023-03-01,13.7,8.8,2022-02-10,8.8
21,Winterthur,2023-03-02,44.2,-11.9,2022-07-15,11.9
22,Dietikon (Limeco),2023-03-02,35.1,-18.7,2022-07-11,18.7
23,Winznau (Zv Olten),,,,2022-03-07,
24,Zuchwil (Soloth.-Emme),2023-03-01,21.1,5.9,2022-03-07,5.9
25,Grenchen (Buerenamt),,,,2022-03-07,
26,Werdhölzli,2023-03-03,22.2,0.2,2022-03-16,0.2
27,Basel,2023-03-03,4.4,1.5,2022-03-24,1.5
28,Birs,,,,2022-12-09,
29,Birsig,,,,2022-12-06,
30,Zwingen (Laufental-L-Tal),,,,2022-12-09,
31,Ergolz 2,,,,2022-11-18,
32,Pratteln/Rhein,,,,2022-12-23,
33,Ergolz 1,,,,2022-11-13,
34,Neuhausen A/Rhf. (Roeti),2023-02-22,33.9,15.4,2022-12-24,15.4
35,Ramsen (Bibertal-Hegau),2023-02-22,76.9,-0.0,2022-12-24,-0.0
36,Hallau (Klettgau),,,,2022-12-26,
37,Andelfingen,,,,2022-11-14,
38,Herisau (Bachwis),,,,2022-03-17,
39,Lyss,,,,2022-03-10,
40,Appenzell (Boedeli),2023-02-22,40.1,25.4,2022-03-31,25.4
41,St.Gallen (Au),,,,2022-04-01,
42,St.Gallen (Hofen),,,,2022-03-07,
43,Aarwangen (Zala),,,,2022-02-10,
44,Steinach (Morgental),,,,2022-03-17,
45,Au (Rosenbergsau),,,,2022-03-07,
46,Altenrhein,2023-02-28,35.2,9.9,2022-03-15,9.9
47,Buchs,,,,2022-03-07,
48,Bad Ragaz,,,,2022-03-05,
49,Flums (Seez),2023-03-01,14.6,-17.6,2022-03-05,17.6
50,Rapperswil-Jona,2023-03-02,10.3,0.2,2022-03-06,0.2
51,Flawil (Oberglatt),,,,2022-03-07,
52,Wil,,,,2022-03-07,
53,Region Bern,2023-03-01,4.2,-1.4,2022-02-10,1.4
54,Poschiavo (Li Geri),,,,2022-11-05,
55,Schluein (Gruob),2023-03-01,100.0,57.8,2023-02-27,57.8
56,Worblental,,,,2022-03-06,
57,Cazis (Waldau),,,,2022-04-07,
58,Scuol (Sot Ruinas),,,,2022-07-02,
59,S-chanf (Oberengadin),2023-03-01,40.3,-8.0,2022-12-31,8.0
60,Davos (Gadenstatt),2023-03-01,56.9,8.3,2022-02-26,8.3
61,Klosters (Gulfia),,,,2022-12-22,
62,Chur,2023-02-28,27.5,12.2,2022-03-12,12.2
63,Arosa,,,,2022-04-09,
64,Landquart,,,,2022-11-07,
65,Seewis (Vorderes Prättigau),,,,2022-02-28,
66,Aarau,,,,2022-12-04,
67,Burgdorf,,,,2022-10-17,
68,Baden,,,,2022-12-09,
69,Bremgarten,,,,2022-07-22,
70,Wohlen,,,,2022-12-09,
71,Moossee-Urtenenbach,,,,2022-03-07,
72,Brugg,,,,2022-12-10,
73,Reinach,,,,2022-03-10,
74,Kaisten,,,,2022-07-19,
75,Lenzburg,,,,2022-11-29,
76,Aarburg,,,,2022-03-07,
77,Zofingen,,,,2022-12-23,
78,"Hefenhofen (Aachtal, Moos)",,,,2022-03-05,
79,Frauenfeld,2023-03-01,12.6,-2.7,2022-03-05,2.7
80,Weinfelden (Mittelthurgau),,,,2022-03-05,
81,Bellinzona (Giubiasco),,,,2022-03-22,
82,Locarno (Foce Ticino),,,,2022-03-25,
