,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
0,Liechtenstein,2022-09-28,37.4,21.9,2022-03-07,21.9
1,Buholz (Real),,,,2022-02-26,
2,Rontal,2022-09-27,57.7,35.4,2022-07-01,35.4
3,Altdorf,2022-09-27,36.3,19.6,2022-03-02,19.6
4,Wetzikon (Flos),2022-09-30,63.8,27.2,2022-03-21,27.2
5,Hoefe,2022-09-27,54.7,31.1,2022-07-08,31.1
6,Horgen,2022-09-30,96.9,55.7,2022-07-09,55.7
7,Untermarch,2022-09-27,43.1,35.2,2022-02-25,35.2
8,Schwyz,2022-09-28,40.5,21.7,2022-07-11,21.7
9,Alpnach (Sarneraatal),,,,2022-02-10,
10,Engelberg,2022-09-27,58.5,39.1,2022-07-06,39.1
11,Stans (Rotzwinkel),,,,2022-07-10,
12,Meilen (Rorguet),2022-09-30,71.7,28.1,2022-03-21,28.1
13,Glarnerland,2022-09-28,23.2,8.6,2022-04-07,8.6
14,Cham (Schoenau),,,,2022-07-13,
15,Illnau-Effretikon,2022-09-30,100.0,72.8,2022-09-29,72.8
16,Dübendorf (Ika Neugut),2022-09-30,79.8,39.1,2022-07-21,39.1
17,Uster (Jungholz),2022-09-30,55.7,7.6,2022-07-11,7.6
18,Affoltern am Albis,2022-09-30,59.8,24.7,2022-03-10,24.7
19,Vuippens (Ais),,,,2022-03-05,
20,Fribourg (Aele),,,,2022-02-10,
21,Winterthur,2022-09-30,34.5,-22.5,2022-07-15,22.5
22,Dietikon (Limeco),2022-09-30,44.4,1.7,2022-07-11,1.7
23,Winznau (Zv Olten),2022-09-28,43.3,30.7,2022-03-07,30.7
24,Zuchwil (Soloth.-Emme),2022-09-28,53.5,21.8,2022-03-07,21.8
25,Grenchen (Buerenamt),2022-09-28,100.0,74.9,2022-09-24,74.9
26,Werdhölzli,2022-09-29,24.7,5.1,2022-03-16,5.1
27,Basel,2022-09-30,23.4,-2.0,2022-03-24,2.0
28,Neuhausen A/Rhf. (Roeti),,,,2022-03-13,
29,Ramsen (Bibertal-Hegau),,,,2022-07-23,
30,Hallau (Klettgau),,,,2022-03-13,
31,Andelfingen,2022-09-30,76.6,29.5,2022-03-10,29.5
32,Herisau (Bachwis),2022-09-30,100.0,74.6,2022-09-30,74.6
33,Lyss,2022-09-28,43.9,23.0,2022-03-10,23.0
34,Appenzell (Boedeli),,,,2022-03-31,
35,St.Gallen (Au),2022-09-29,35.2,23.8,2022-04-01,23.8
36,St.Gallen (Hofen),,,,2022-03-07,
37,Aarwangen (Zala),,,,2022-02-10,
38,Steinach (Morgental),2022-09-30,24.3,,2022-03-17,
39,Au (Rosenbergsau),2022-09-28,59.4,29.4,2022-03-07,29.4
40,Altenrhein,2022-09-29,28.3,3.0,2022-03-15,3.0
41,Buchs,,,,2022-03-07,
42,Bad Ragaz,2022-09-28,28.1,9.8,2022-03-05,9.8
43,Flums (Seez),2022-09-28,9.9,2.5,2022-03-05,2.5
44,Rapperswil-Jona,2022-09-29,23.8,-4.1,2022-03-06,4.1
45,Flawil (Oberglatt),,,,2022-03-07,
46,Wil,,,,2022-03-07,
47,Region Bern,2022-09-29,56.4,36.5,2022-02-10,36.5
48,Poschiavo (Li Geri),2022-09-28,47.8,28.0,2022-07-02,28.0
49,Schluein (Gruob),2022-09-28,17.6,10.2,2022-03-31,10.2
50,Worblental,2022-09-29,54.5,37.0,2022-03-06,37.0
51,Cazis (Waldau),2022-09-28,9.7,5.8,2022-04-07,5.8
52,Scuol (Sot Ruinas),2022-09-28,14.3,-0.8,2022-07-02,0.8
53,S-chanf (Oberengadin),2022-09-28,26.0,10.3,2022-06-30,10.3
54,Davos (Gadenstatt),2022-09-28,17.2,8.6,2022-02-26,8.6
55,Klosters (Gulfia),2022-09-28,55.2,43.1,2022-06-30,43.1
56,Chur,2022-09-29,18.9,-0.3,2022-03-12,0.3
57,Arosa,2022-09-28,8.0,4.3,2022-04-09,4.3
58,Landquart,,,,2022-03-24,
59,Seewis (Vorderes Prättigau),2022-09-28,11.8,5.6,2022-02-28,5.6
60,Aarau,,,,2022-07-20,
61,Baden,,,,2022-03-08,
62,Bremgarten,,,,2022-07-22,
63,Wohlen,,,,2022-03-10,
64,Moossee-Urtenenbach,2022-09-30,21.7,17.9,2022-03-07,17.9
65,Brugg,,,,2022-03-07,
66,Reinach,,,,2022-03-10,
67,Kaisten,,,,2022-07-19,
68,Lenzburg,,,,2022-03-08,
69,Aarburg,,,,2022-03-07,
70,Zofingen,,,,2022-03-10,
71,"Hefenhofen (Aachtal, Moos)",2022-09-28,30.0,21.8,2022-03-05,21.8
72,Frauenfeld,2022-09-28,44.8,20.6,2022-03-05,20.6
73,Weinfelden (Mittelthurgau),2022-09-28,100.0,96.4,2022-09-27,96.4
74,Bellinzona (Giubiasco),2022-09-30,5.5,-2.2,2022-03-22,2.2
75,Locarno (Foce Ticino),2022-09-30,6.1,-8.3,2022-03-25,8.3
76,Locarno (Foce Maggia),2022-09-30,11.6,5.8,2022-03-22,5.8
77,Lugano,2022-09-29,22.4,-1.7,2022-03-13,1.7
78,Mendrisio (Rancate),2022-09-30,9.6,-0.9,2022-02-10,0.9
79,Chiasso (Vacallo),2022-09-30,6.9,-0.5,2022-02-10,0.5
80,Bülach,2022-09-30,16.3,-24.8,2022-03-10,24.8
81,Lausanne (Vidy),2022-09-30,92.8,34.5,2022-03-07,34.5
82,Morges,,,,2022-03-06,
83,Commugny,2022-09-30,78.3,27.3,2022-03-07,27.3
84,Gland (Apec),,,,2022-03-30,
85,Nyon,,,,2022-03-28,
86,Grindelwald,,,,2022-07-11,
87,Lauterbrunnen,2022-09-27,31.6,-13.9,2022-02-10,13.9
88,Montreux/Pierrier,2022-09-28,58.6,13.6,2022-07-11,13.6
89,Vevey (Aviron),2022-09-28,59.0,26.4,2022-03-05,26.4
90,Interlaken,2022-09-28,70.1,23.3,2022-03-07,23.3
91,Yverdon,2022-09-28,59.6,-5.2,2022-07-11,5.2
92,Brig-Glis (Briglina),2022-09-30,100.0,43.8,2022-09-25,43.8
93,Bagnes-Le Châble,2022-09-27,94.4,,2022-07-11,
94,Goms,2022-09-29,100.0,,2022-09-24,
95,Martigny,2022-09-28,100.0,55.7,2022-09-26,55.7
96,Sierre/Noes,2022-09-30,100.0,88.3,2022-09-30,88.3
97,Sion/Chateauneuf,2022-09-30,67.4,46.3,2022-06-18,46.3
98,Zermatt,2022-09-29,67.4,-1.4,2022-07-15,1.4
99,Colombier (La Saunerie),2022-09-29,42.3,27.9,2022-03-13,27.9
100,La-Chaux-de-Fonds,2022-09-29,5.8,2.2,2022-03-06,2.2
101,Neuchatel,2022-09-29,23.8,0.8,2022-03-12,0.8
102,Satigny/Bois-de-Bay,,,,2022-03-21,
103,Thonex/Villette,,,,2022-03-25,
104,Aire,2022-09-29,37.1,11.6,2022-07-04,11.6
105,Laupen,2022-09-29,27.8,7.0,2022-03-12,7.0
106,Delemont (Sede),2022-09-30,100.0,89.3,2022-09-30,89.3
107,Porrentruy (Sepe),2022-09-29,100.0,93.9,2022-09-28,93.9
108,Biel,2022-09-29,75.0,48.8,2022-03-06,48.8
109,Saanen,2022-09-29,88.2,55.2,2022-03-08,55.2
110,Niederglatt (Fischb.-Gl.),2022-09-30,49.1,16.4,2022-07-11,16.4
111,Thunersee,2022-09-29,36.5,10.2,2022-03-08,10.2
112,Mittl. Emmental,2022-09-30,30.1,10.0,2022-03-05,10.0
