,Datum,Isolation,Quarantäne
80,2020-08-01,94.0,295
81,2020-08-02,94.0,295
82,2020-08-03,73.0,192
83,2020-08-04,92.0,212
84,2020-08-05,92.0,204
85,2020-08-06,102.0,251
86,2020-08-07,68.0,140
87,2020-08-08,68.0,140
88,2020-08-09,68.0,140
89,2020-08-10,103.0,327
90,2020-08-11,116.0,443
91,2020-08-12,138.0,417
92,2020-08-13,145.0,436
93,2020-08-14,138.0,652
94,2020-08-15,138.0,652
95,2020-08-16,138.0,652
96,2020-08-17,124.0,473
97,2020-08-18,137.0,560
98,2020-08-19,148.0,609
99,2020-08-20,136.0,624
100,2020-08-21,142.0,548
101,2020-08-22,142.0,548
102,2020-08-23,142.0,548
103,2020-08-24,128.0,507
104,2020-08-25,143.0,466
105,2020-08-26,173.0,511
106,2020-08-27,151.0,473
107,2020-08-28,125.0,514
108,2020-08-29,125.0,514
109,2020-08-30,125.0,514
110,2020-08-31,124.0,367
111,2020-09-01,116.0,303
112,2020-09-02,131.0,382
113,2020-09-03,116.0,409
114,2020-09-04,128.0,383
115,2020-09-05,128.0,383
116,2020-09-06,128.0,383
117,2020-09-07,145.0,332
118,2020-09-08,136.0,292
119,2020-09-09,155.0,430
120,2020-09-10,180.0,514
121,2020-09-11,189.0,511
122,2020-09-12,189.0,511
123,2020-09-13,189.0,511
124,2020-09-14,193.0,528
125,2020-09-15,167.0,566
126,2020-09-16,174.0,560
127,2020-09-17,167.0,554
128,2020-09-18,151.0,506
129,2020-09-19,151.0,506
130,2020-09-20,151.0,506
131,2020-09-21,137.0,351
132,2020-09-22,144.0,431
133,2020-09-23,156.0,383
134,2020-09-24,157.0,386
135,2020-09-25,153.0,381
136,2020-09-26,153.0,381
137,2020-09-27,153.0,381
138,2020-09-28,105.0,244
139,2020-09-29,98.0,227
140,2020-09-30,84.0,234
141,2020-10-01,98.0,257
142,2020-10-02,96.0,238
143,2020-10-03,96.0,238
144,2020-10-04,96.0,238
145,2020-10-05,108.0,264
146,2020-10-06,123.0,298
147,2020-10-07,150.0,454
148,2020-10-08,167.0,477
149,2020-10-09,191.0,521
150,2020-10-10,191.0,521
151,2020-10-11,191.0,521
152,2020-10-12,180.0,582
153,2020-10-13,200.0,479
154,2020-10-14,223.0,423
155,2020-10-15,254.0,475
156,2020-10-16,231.0,377
157,2020-10-17,231.0,377
158,2020-10-18,231.0,377
159,2020-10-19,293.0,368
160,2020-10-20,312.0,304
161,2020-10-21,343.0,313
162,2020-10-22,386.0,340
163,2020-10-23,453.0,352
164,2020-10-24,453.0,352
165,2020-10-25,453.0,352
166,2020-10-26,680.0,412
167,2020-10-27,794.0,n.d.
168,2020-10-28,796.0,n.d.
169,2020-10-29,757.0,n.d.
170,2020-10-30,990.0,n.d.
171,2020-10-31,990.0,n.d.
172,2020-11-01,990.0,n.d.
173,2020-11-02,1685.0,n.d.
174,2020-11-03,1608.0,n.d.
175,2020-11-04,1809.0,n.d.
176,2020-11-05,1850.0,n.d.
177,2020-11-06,1900.0,n.d.
178,2020-11-07,1900.0,n.d.
179,2020-11-08,1900.0,n.d.
180,2020-11-09,2100.0,n.d.
181,2020-11-10,2250.0,n.d.
182,2020-11-11,1660.0,n.d.
183,2020-11-12,2122.0,n.d.
184,2020-11-13,2343.0,n.d.
185,2020-11-14,2343.0,n.d.
186,2020-11-15,2343.0,n.d.
187,2020-11-16,2458.0,n.d.
188,2020-11-17,2484.0,n.d.
189,2020-11-18,2001.0,n.d.
190,2020-11-19,2131.0,n.d.
191,2020-11-20,2267.0,n.d.
192,2020-11-21,2267.0,n.d.
193,2020-11-22,2267.0,n.d.
194,2020-11-23,2839.0,n.d.
195,2020-11-24,2849.0,n.d.
196,2020-11-25,2854.0,n.d.
197,2020-11-26,2860.0,n.d.
