date,Neue Fälle,7-Tages-Durchschnitt,baseline
2020-08-16,11,17.9,0
2020-08-17,9,17.9,0
2020-08-18,27,17.6,0
2020-08-19,30,18.4,0
2020-08-20,15,17.7,0
2020-08-21,17,18.3,0
2020-08-22,19,18.3,0
2020-08-23,15,18.9,0
2020-08-24,9,18.9,0
2020-08-25,29,19.1,0
2020-08-26,34,19.7,0
2020-08-27,27,21.4,0
2020-08-28,23,22.3,0
2020-08-29,23,22.9,0
2020-08-30,9,22.0,0
2020-08-31,7,21.7,0
2020-09-01,18,20.1,0
2020-09-02,20,18.1,0
2020-09-03,27,18.1,0
2020-09-04,27,18.7,0
2020-09-05,20,18.3,0
2020-09-06,5,17.7,0
2020-09-07,15,18.9,0
2020-09-08,20,19.1,0
2020-09-09,19,19.0,0
2020-09-10,30,19.4,0
2020-09-11,19,18.3,0
2020-09-12,23,18.7,0
2020-09-13,13,19.9,0
2020-09-14,7,18.7,0
2020-09-15,28,19.9,0
2020-09-16,37,22.4,0
2020-09-17,22,21.3,0
2020-09-18,28,22.6,0
2020-09-19,12,21.0,0
2020-09-20,14,21.1,0
2020-09-21,10,21.6,0
2020-09-22,21,20.6,0
2020-09-23,15,17.4,0
2020-09-24,10,15.7,0
2020-09-25,17,14.1,0
2020-09-26,6,13.3,0
2020-09-27,5,12.0,0
2020-09-28,6,11.4,0
2020-09-29,10,9.9,0
2020-09-30,18,10.3,0
2020-10-01,16,11.1,0
2020-10-02,16,11.0,0
2020-10-03,24,13.6,0
2020-10-04,10,14.3,0
2020-10-05,16,15.7,0
2020-10-06,43,20.4,0
2020-10-07,55,25.7,0
2020-10-08,58,31.7,0
2020-10-09,64,38.6,0
2020-10-10,63,44.1,0
2020-10-11,24,46.1,0
2020-10-12,45,50.3,0
2020-10-13,130,62.7,0
2020-10-14,142,75.1,0
2020-10-15,147,87.9,0
2020-10-16,155,100.9,0
2020-10-17,123,109.4,0
2020-10-18,91,119.0,0
2020-10-19,87,125.0,0
2020-10-20,258,143.3,0
2020-10-21,273,162.0,0
2020-10-22,266,179.0,0
2020-10-23,264,194.6,0
2020-10-24,324,223.3,0
2020-10-25,157,232.7,0
2020-10-26,270,258.9,0
2020-10-27,441,285.0,0
2020-10-28,460,311.7,0
2020-10-29,388,329.1,0
2020-10-30,389,347.0,0
2020-10-31,367,353.1,0
2020-11-01,285,371.4,0
2020-11-02,250,368.6,0
2020-11-03,475,373.4,0
2020-11-04,495,378.4,0
2020-11-05,457,388.3,0
2020-11-06,398,389.6,0
2020-11-07,364,389.1,0
2020-11-08,128,366.7,0
2020-11-09,192,358.4,0
2020-11-10,454,355.4,0
2020-11-11,325,331.1,0
2020-11-12,330,313.0,0
2020-11-13,335,304.0,0
2020-11-14,264,289.7,0
2020-11-15,103,286.1,0
