,Datum,Patienten ohne Intensivpflege,Patienten auf Intensivstation,freie Intensivplätze
166,2020-08-10,3,4,12.0
167,2020-08-11,5,4,14.0
168,2020-08-12,8,4,15.0
169,2020-08-13,6,3,18.0
170,2020-08-14,6,4,16.0
171,2020-08-15,6,4,16.0
172,2020-08-16,6,4,16.0
173,2020-08-17,10,2,18.0
174,2020-08-18,10,1,15.0
175,2020-08-19,7,2,13.0
176,2020-08-20,6,2,11.0
177,2020-08-21,6,2,14.0
178,2020-08-22,6,2,14.0
179,2020-08-23,6,2,14.0
180,2020-08-24,7,2,12.0
181,2020-08-25,7,2,15.0
182,2020-08-26,6,3,16.0
183,2020-08-27,4,3,14.0
184,2020-08-28,4,3,11.0
185,2020-08-29,4,3,11.0
186,2020-08-30,4,3,11.0
187,2020-08-31,2,4,15.0
188,2020-09-01,2,4,14.0
189,2020-09-02,3,4,12.0
190,2020-09-03,2,5,12.0
191,2020-09-04,3,4,15.0
192,2020-09-05,3,4,15.0
193,2020-09-06,3,4,15.0
194,2020-09-07,5,3,14.0
195,2020-09-08,4,3,14.0
196,2020-09-09,4,3,14.0
197,2020-09-10,7,2,17.0
198,2020-09-11,5,3,21.0
199,2020-09-12,5,3,21.0
200,2020-09-13,5,3,21.0
201,2020-09-14,11,1,10.0
202,2020-09-15,11,2,16.0
203,2020-09-16,4,2,17.0
204,2020-09-17,6,2,11.0
205,2020-09-18,6,2,13.0
206,2020-09-19,6,2,13.0
207,2020-09-20,6,2,13.0
208,2020-09-21,7,2,14.0
209,2020-09-22,9,2,11.0
210,2020-09-23,10,2,13.0
211,2020-09-24,8,2,10.0
212,2020-09-25,11,2,12.0
213,2020-09-26,11,2,12.0
214,2020-09-27,11,2,12.0
215,2020-09-28,13,2,12.0
216,2020-09-29,9,1,11.0
217,2020-09-30,7,1,13.0
218,2020-10-01,10,1,17.0
219,2020-10-02,10,2,15.0
220,2020-10-03,10,2,15.0
221,2020-10-04,10,2,15.0
222,2020-10-05,8,2,12.0
223,2020-10-06,6,2,13.0
224,2020-10-07,7,2,19.0
225,2020-10-08,6,2,17.0
226,2020-10-09,10,2,14.0
227,2020-10-10,10,2,14.0
228,2020-10-11,10,2,14.0
229,2020-10-12,17,1,14.0
230,2020-10-13,19,1,13.0
231,2020-10-14,24,1,16.0
232,2020-10-15,24,2,17.0
233,2020-10-16,24,2,16.0
234,2020-10-17,24,2,16.0
235,2020-10-18,24,2,16.0
236,2020-10-19,32,5,14.0
237,2020-10-20,39,7,12.0
238,2020-10-21,31,6,10.0
239,2020-10-22,31,8,11.0
240,2020-10-23,42,8,12.0
241,2020-10-24,42,8,12.0
242,2020-10-25,42,8,12.0
243,2020-10-26,58,9,11.0
244,2020-10-27,67,11,10.0
245,2020-10-28,65,11,13.0
246,2020-10-29,72,12,12.0
247,2020-10-30,67,13,10.0
248,2020-10-31,67,13,10.0
249,2020-11-01,67,13,10.0
250,2020-11-02,102,13,10.0
251,2020-11-03,114,15,11.0
252,2020-11-04,109,19,10.0
253,2020-11-05,106,20,9.0
254,2020-11-06,103,22,9.0
255,2020-11-07,103,22,9.0
256,2020-11-08,103,22,9.0
257,2020-11-09,109,25,5.0
258,2020-11-10,115,26,4.0
259,2020-11-11,111,24,6.0
260,2020-11-12,105,24,4.0
261,2020-11-13,115,23,6.0
262,2020-11-14,115,23,6.0
263,2020-11-15,115,23,6.0
264,2020-11-16,126,27,8.0
265,2020-11-17,138,28,3.0
266,2020-11-18,134,29,4.0
267,2020-11-19,131,26,10.0
268,2020-11-20,124,27,11.0
269,2020-11-21,124,27,11.0
270,2020-11-22,124,27,11.0
271,2020-11-23,135,28,9.0
272,2020-11-24,145,26,10.0
273,2020-11-25,136,24,11.0
274,2020-11-26,135,25,10.0
275,2020-11-27,134,26,6.0
276,2020-11-28,134,26,6.0
277,2020-11-29,134,26,6.0
278,2020-11-30,153,28,13.0
279,2020-12-01,137,31,9.0
280,2020-12-02,132,30,8.0
281,2020-12-03,120,28,6.0
282,2020-12-04,119,28,7.0
283,2020-12-05,119,28,7.0
284,2020-12-06,119,28,7.0
285,2020-12-07,150,27,7.0
286,2020-12-08,172,23,11.0
287,2020-12-09,145,25,13.0
288,2020-12-10,156,27,8.0
289,2020-12-11,151,30,5.0
290,2020-12-12,151,30,5.0
291,2020-12-13,151,30,5.0
292,2020-12-14,171,30,9.0
293,2020-12-15,167,28,9.0
294,2020-12-16,165,31,7.0
295,2020-12-17,166,33,3.0
296,2020-12-18,169,32,9.0
297,2020-12-19,169,32,9.0
298,2020-12-20,169,32,9.0
299,2020-12-21,171,35,8.0
300,2020-12-22,180,37,6.0
301,2020-12-23,155,36,8.0
302,2020-12-24,127,37,5.0
303,2020-12-25,124,37,6.0
304,2020-12-26,124,37,6.0
305,2020-12-27,124,37,6.0
306,2020-12-28,137,36,7.0
307,2020-12-29,151,38,5.0
308,2020-12-30,159,37,6.0
309,2020-12-31,148,30,8.0
310,2021-01-01,134,29,8.0
311,2021-01-02,134,29,8.0
312,2021-01-03,134,29,8.0
313,2021-01-04,149,25,10.0
314,2021-01-05,132,31,7.0
315,2021-01-06,119,27,11.0
316,2021-01-07,119,30,8.0
317,2021-01-08,116,29,8.0
318,2021-01-09,116,29,8.0
319,2021-01-10,116,29,8.0
320,2021-01-11,97,25,10.0
321,2021-01-12,95,24,16.0
322,2021-01-13,86,26,12.0
323,2021-01-14,86,25,12.0
324,2021-01-15,91,20,8.0
325,2021-01-16,91,20,8.0
326,2021-01-17,91,20,8.0
327,2021-01-18,90,21,9.0
328,2021-01-19,100,19,9.0
329,2021-01-20,86,17,10.0
330,2021-01-21,87,18,10.0
331,2021-01-22,87,16,11.0
332,2021-01-23,87,16,11.0
333,2021-01-24,87,16,11.0
334,2021-01-25,95,15,12.0
335,2021-01-26,92,12,11.0
336,2021-01-27,72,13,13.0
337,2021-01-28,72,13,15.0
338,2021-01-29,56,13,16.0
339,2021-01-30,56,13,16.0
340,2021-01-31,56,13,16.0
341,2021-02-01,40,16,12.0
342,2021-02-02,50,20,6.0
343,2021-02-03,46,16,10.0
344,2021-02-04,45,15,11.0
345,2021-02-05,46,13,10.0
346,2021-02-06,46,13,10.0
347,2021-02-07,46,13,10.0
348,2021-02-08,51,15,11.0
349,2021-02-09,49,13,10.0
350,2021-02-10,46,12,9.0
351,2021-02-11,52,13,15.0
352,2021-02-12,46,11,14.0
353,2021-02-13,46,11,14.0
354,2021-02-14,46,11,14.0
355,2021-02-15,35,13,17.0
356,2021-02-16,26,10,17.0
357,2021-02-17,26,9,16.0
358,2021-02-18,26,9,12.0
359,2021-02-19,18,13,9.0
360,2021-02-20,18,13,9.0
361,2021-02-21,18,13,9.0
362,2021-02-22,22,10,17.0
363,2021-02-23,24,9,19.0
364,2021-02-24,29,7,20.0
365,2021-02-25,31,8,17.0
366,2021-02-26,27,6,16.0
367,2021-02-27,27,6,16.0
368,2021-02-28,27,6,16.0
369,2021-03-01,32,6,18.0
370,2021-03-02,38,6,18.0
371,2021-03-03,30,6,20.0
372,2021-03-04,23,7,12.0
373,2021-03-05,21,7,17.0
374,2021-03-06,21,7,17.0
375,2021-03-07,21,7,17.0
376,2021-03-08,28,9,12.0
377,2021-03-09,37,9,14.0
378,2021-03-10,35,10,11.0
379,2021-03-11,32,10,12.0
380,2021-03-12,36,9,12.0
381,2021-03-13,36,9,12.0
382,2021-03-14,36,9,12.0
383,2021-03-15,34,12,9.0
384,2021-03-16,35,12,7.0
385,2021-03-17,34,14,8.0
386,2021-03-18,31,15,8.0
387,2021-03-19,32,14,9.0
388,2021-03-20,32,14,9.0
389,2021-03-21,32,14,9.0
390,2021-03-22,44,19,7.0
391,2021-03-23,48,19,4.0
392,2021-03-24,45,19,8.0
393,2021-03-25,46,17,7.0
394,2021-03-26,47,14,11.0
395,2021-03-27,47,14,11.0
396,2021-03-28,47,14,11.0
397,2021-03-29,69,12,16.0
398,2021-03-30,64,11,10.0
399,2021-03-31,60,12,13.0
400,2021-04-01,54,10,14.0
401,2021-04-02,54,10,14.0
402,2021-04-03,54,10,14.0
403,2021-04-04,54,10,14.0
404,2021-04-05,60,11,19.0
405,2021-04-06,69,9,12.0
406,2021-04-07,77,12,12.0
407,2021-04-08,47,14,11.0
408,2021-04-09,73,9,12.0
409,2021-04-10,73,9,12.0
410,2021-04-11,73,9,12.0
411,2021-04-12,75,14,9.0
412,2021-04-13,68,11,16.0
413,2021-04-14,68,14,12.0
414,2021-04-15,64,15,9.0
415,2021-04-16,56,15,15.0
416,2021-04-17,56,15,15.0
417,2021-04-18,56,15,15.0
418,2021-04-19,65,16,10.0
419,2021-04-20,62,17,3.0
420,2021-04-21,63,18,5.0
421,2021-04-22,65,17,6.0
422,2021-04-23,70,17,2.0
423,2021-04-24,70,17,2.0
424,2021-04-25,70,17,2.0
425,2021-04-26,72,15,7.0
426,2021-04-27,66,18,5.0
427,2021-04-28,62,19,3.0
428,2021-04-29,62,19,3.0
429,2021-04-30,56,18,11.0
430,2021-05-01,56,18,11.0
431,2021-05-02,56,18,11.0
432,2021-05-03,54,13,8.0
433,2021-05-04,62,14,5.0
434,2021-05-05,56,13,9.0
435,2021-05-06,55,14,11.0
436,2021-05-07,52,16,9.0
437,2021-05-08,52,16,9.0
438,2021-05-09,52,16,9.0
439,2021-05-10,63,17,6.0
440,2021-05-11,56,16,5.0
441,2021-05-12,52,16,10.0
442,2021-05-13,52,16,10.0
443,2021-05-14,36,14,15.0
444,2021-05-15,36,14,15.0
445,2021-05-16,36,14,15.0
446,2021-05-17,42,12,14.0
447,2021-05-18,40,13,5.0
448,2021-05-19,34,11,8.0
449,2021-05-20,29,11,9.0
450,2021-05-21,38,8,13.0
451,2021-05-22,38,8,13.0
452,2021-05-23,38,8,13.0
453,2021-05-24,38,8,13.0
454,2021-05-25,40,7,14.0
455,2021-05-26,31,6,16.0
456,2021-05-27,26,6,12.0
457,2021-05-28,21,6,14.0
458,2021-05-29,21,6,14.0
459,2021-05-30,21,6,14.0
460,2021-05-31,19,7,10.0
461,2021-06-01,18,6,15.0
462,2021-06-02,14,7,10.0
463,2021-06-03,15,7,12.0
464,2021-06-04,17,5,18.0
465,2021-06-05,17,5,18.0
466,2021-06-06,17,5,18.0
467,2021-06-07,13,5,17.0
468,2021-06-08,14,4,18.0
469,2021-06-09,9,6,19.0
470,2021-06-10,12,6,15.0
471,2021-06-11,6,6,8.0
472,2021-06-12,6,6,8.0
473,2021-06-13,6,6,8.0
474,2021-06-14,6,3,20.0
475,2021-06-15,10,4,13.0
476,2021-06-16,7,4,17.0
477,2021-06-17,5,4,13.0
478,2021-06-18,8,8,13.0
479,2021-06-19,8,8,13.0
480,2021-06-20,8,8,13.0
481,2021-06-21,3,7,14.0
482,2021-06-22,3,9,10.0
483,2021-06-23,5,2,17.0
484,2021-06-24,5,1,18.0
485,2021-06-25,6,1,11.0
486,2021-06-26,6,1,11.0
487,2021-06-27,6,1,11.0
488,2021-06-28,5,1,10.0
489,2021-06-29,4,1,10.0
490,2021-06-30,2,1,10.0
491,2021-07-01,4,0,11.0
492,2021-07-02,4,0,11.0
493,2021-07-03,4,0,11.0
494,2021-07-04,4,0,11.0
495,2021-07-05,3,3,9.0
496,2021-07-06,0,1,10.0
497,2021-07-07,1,1,13.0
498,2021-07-08,2,0,17.0
499,2021-07-09,2,1,11.0
500,2021-07-10,2,1,11.0
501,2021-07-11,2,1,11.0
502,2021-07-12,4,2,17.0
503,2021-07-13,4,1,13.0
504,2021-07-14,2,2,16.0
505,2021-07-15,4,0,18.0
506,2021-07-16,2,0,14.0
507,2021-07-17,2,0,14.0
508,2021-07-18,2,0,14.0
509,2021-07-19,4,1,10.0
510,2021-07-20,4,1,13.0
511,2021-07-21,7,1,18.0
512,2021-07-22,4,2,13.0
513,2021-07-23,4,2,11.0
514,2021-07-24,4,2,11.0
515,2021-07-25,4,2,11.0
516,2021-07-26,5,3,14.0
517,2021-07-27,6,3,14.0
518,2021-07-28,5,2,19.0
519,2021-07-29,6,2,17.0
520,2021-07-30,6,3,15.0
521,2021-07-31,6,3,15.0
522,2021-08-01,6,3,15.0
523,2021-08-02,8,2,9.0
524,2021-08-03,11,3,13.0
525,2021-08-04,9,4,14.0
526,2021-08-05,8,4,10.0
527,2021-08-06,10,3,12.0
528,2021-08-07,10,3,12.0
529,2021-08-08,10,3,12.0
530,2021-08-09,18,4,22.0
531,2021-08-10,17,6,17.0
532,2021-08-11,15,6,16.0
533,2021-08-12,25,7,17.0
534,2021-08-13,25,7,23.0
535,2021-08-14,25,7,23.0
536,2021-08-15,25,7,23.0
537,2021-08-16,40,8,10.0
538,2021-08-17,35,11,12.0
539,2021-08-18,31,10,14.0
540,2021-08-19,35,11,12.0
541,2021-08-20,37,13,8.0
542,2021-08-21,37,13,8.0
543,2021-08-22,37,13,8.0
544,2021-08-23,60,19,8.0
545,2021-08-24,57,17,11.0
546,2021-08-25,51,17,6.0
547,2021-08-26,52,22,1.0
548,2021-08-27,52,23,2.0
549,2021-08-28,52,23,2.0
550,2021-08-29,52,23,2.0
551,2021-08-30,57,24,2.0
552,2021-08-31,59,21,4.0
553,2021-09-01,62,22,4.0
554,2021-09-02,48,24,1.0
555,2021-09-03,51,24,1.0
556,2021-09-04,51,24,1.0
557,2021-09-05,51,24,1.0
558,2021-09-06,48,25,2.0
559,2021-09-07,50,23,4.0
560,2021-09-08,48,24,3.0
561,2021-09-09,50,24,3.0
562,2021-09-10,52,22,6.0
563,2021-09-11,52,22,6.0
564,2021-09-12,52,22,6.0
565,2021-09-13,61,24,7.0
566,2021-09-14,61,24,3.0
567,2021-09-15,60,23,8.0
568,2021-09-16,58,22,7.0
569,2021-09-17,52,21,7.0
570,2021-09-18,52,21,7.0
571,2021-09-19,52,21,7.0
572,2021-09-20,48,23,9.0
573,2021-09-21,35,20,14.0
574,2021-09-22,32,19,13.0
575,2021-09-23,29,20,9.0
576,2021-09-24,29,21,3.0
577,2021-09-25,29,21,3.0
578,2021-09-26,29,21,3.0
579,2021-09-27,28,22,9.0
580,2021-09-28,26,22,6.0
581,2021-09-29,20,20,10.0
582,2021-09-30,25,17,14.0
583,2021-10-01,27,16,15.0
584,2021-10-02,27,16,15.0
585,2021-10-03,27,16,15.0
586,2021-10-04,27,16,14.0
587,2021-10-05,24,15,13.0
588,2021-10-06,17,13,14.0
589,2021-10-07,15,12,15.0
590,2021-10-08,12,13,12.0
591,2021-10-09,12,13,12.0
592,2021-10-10,12,13,12.0
593,2021-10-11,11,9,19.0
594,2021-10-12,8,11,17.0
595,2021-10-13,11,11,18.0
596,2021-10-14,15,10,17.0
597,2021-10-15,17,11,13.0
598,2021-10-16,17,11,13.0
599,2021-10-17,17,11,13.0
600,2021-10-18,22,9,21.0
601,2021-10-19,21,7,22.0
602,2021-10-20,18,8,20.0
603,2021-10-21,19,8,16.0
604,2021-10-22,20,9,15.0
605,2021-10-23,20,9,15.0
606,2021-10-24,20,9,15.0
607,2021-10-25,23,9,15.0
608,2021-10-26,23,8,14.0
609,2021-10-27,17,7,14.0
610,2021-10-28,18,9,16.0
611,2021-10-29,23,11,8.0
612,2021-10-30,23,11,8.0
613,2021-10-31,23,11,8.0
614,2021-11-01,25,11,16.0
615,2021-11-02,27,13,11.0
616,2021-11-03,22,11,11.0
617,2021-11-04,21,9,8.0
618,2021-11-05,17,11,9.0
619,2021-11-06,17,11,9.0
620,2021-11-07,17,11,9.0
621,2021-11-08,26,10,11.0
622,2021-11-09,29,11,7.0
623,2021-11-10,30,10,13.0
624,2021-11-11,34,8,9.0
625,2021-11-12,42,10,6.0
626,2021-11-13,42,10,6.0
627,2021-11-14,42,10,6.0
628,2021-11-15,44,8,16.0
629,2021-11-16,48,7,17.0
630,2021-11-17,50,9,12.0
631,2021-11-18,51,9,9.0
632,2021-11-19,57,11,8.0
633,2021-11-20,57,11,8.0
634,2021-11-21,57,11,8.0
635,2021-11-22,71,15,16.0
636,2021-11-23,61,11,7.0
637,2021-11-24,62,11,12.0
638,2021-11-25,58,13,4.0
639,2021-11-26,60,14,4.0
640,2021-11-27,60,14,4.0
641,2021-11-28,60,14,4.0
642,2021-11-29,71,20,11.0
643,2021-11-30,74,19,7.0
644,2021-12-01,71,15,9.0
645,2021-12-02,70,17,5.0
646,2021-12-03,72,18,4.0
647,2021-12-04,72,18,4.0
648,2021-12-05,72,18,4.0
649,2021-12-06,96,21,8.0
650,2021-12-07,102,21,4.0
651,2021-12-08,102,22,5.0
652,2021-12-09,100,20,9.0
653,2021-12-10,94,21,9.0
654,2021-12-11,94,21,9.0
655,2021-12-12,94,21,9.0
656,2021-12-13,101,22,8.0
657,2021-12-14,81,22,7.0
658,2021-12-15,86,24,10.0
659,2021-12-16,77,23,7.0
660,2021-12-17,75,24,4.0
661,2021-12-18,75,24,4.0
662,2021-12-19,75,24,4.0
663,2021-12-20,84,23,11.0
664,2021-12-21,82,22,6.0
665,2021-12-22,82,25,4.0
666,2021-12-23,78,23,4.0
667,2021-12-24,78,23,4.0
668,2021-12-25,78,23,4.0
669,2021-12-26,78,23,4.0
670,2021-12-27,70,26,4.0
671,2021-12-28,73,25,2.0
672,2021-12-29,82,24,3.0
673,2021-12-30,82,25,4.0
674,2021-12-31,82,25,4.0
675,2022-01-01,82,25,4.0
676,2022-01-02,82,25,4.0
677,2022-01-03,83,22,9.0
678,2022-01-04,80,22,6.0
679,2022-01-05,74,23,6.0
680,2022-01-06,79,21,10.0
681,2022-01-07,76,21,5.0
682,2022-01-08,76,21,5.0
683,2022-01-09,76,21,5.0
684,2022-01-10,76,18,12.0
685,2022-01-11,70,16,12.0
686,2022-01-12,75,14,13.0
687,2022-01-13,72,16,14.0
688,2022-01-14,76,13,15.0
689,2022-01-15,76,13,15.0
690,2022-01-16,76,13,15.0
691,2022-01-17,76,14,15.0
692,2022-01-18,73,15,8.0
693,2022-01-19,69,15,10.0
694,2022-01-20,64,15,10.0
695,2022-01-21,69,16,7.0
696,2022-01-22,69,16,7.0
697,2022-01-23,69,16,7.0
698,2022-01-24,76,14,17.0
699,2022-01-25,81,12,10.0
700,2022-01-26,92,16,3.0
701,2022-01-27,84,16,5.0
702,2022-01-28,87,16,4.0
703,2022-01-29,87,16,4.0
704,2022-01-30,87,16,4.0
705,2022-01-31,116,12,9.0
706,2022-02-01,116,12,10.0
707,2022-02-02,109,10,12.0
708,2022-02-03,89,9,10.0
709,2022-02-04,86,8,8.0
710,2022-02-05,86,8,8.0
711,2022-02-06,86,8,8.0
712,2022-02-07,93,10,15.0
713,2022-02-08,95,13,7.0
714,2022-02-09,97,13,7.0
715,2022-02-10,97,12,11.0
716,2022-02-11,92,12,7.0
717,2022-02-12,92,12,7.0
718,2022-02-13,92,12,7.0
719,2022-02-14,101,10,16.0
720,2022-02-15,95,11,10.0
721,2022-02-16,93,10,9.0
722,2022-02-17,89,11,7.0
723,2022-02-18,84,10,9.0
724,2022-02-19,84,10,9.0
725,2022-02-20,84,10,9.0
726,2022-02-21,88,7,13.0
727,2022-02-22,107,6,10.0
728,2022-02-23,88,7,12.0
729,2022-02-24,77,8,5.0
730,2022-02-25,76,8,7.0
731,2022-02-26,76,8,7.0
732,2022-02-27,76,8,7.0
733,2022-02-28,79,6,17.0
734,2022-03-01,75,8,12.0
735,2022-03-02,70,11,14.0
736,2022-03-03,70,7,19.0
737,2022-03-04,67,8,7.0
738,2022-03-05,67,8,7.0
739,2022-03-06,67,8,7.0
740,2022-03-07,94,10,15.0
741,2022-03-08,100,7,8.0
742,2022-03-09,100,6,14.0
743,2022-03-10,113,3,7.0
744,2022-03-11,112,4,8.0
745,2022-03-12,112,4,8.0
746,2022-03-13,112,4,8.0
747,2022-03-14,140,6,10.0
748,2022-03-15,145,5,7.0
749,2022-03-16,141,4,8.0
750,2022-03-17,137,5,7.0
