Datum,Fälle,7-Tages-Durchschnitt,baseline
2020-05-29,0,0.14,0
2020-05-30,0,0.14,0
2020-05-31,0,0.14,0
2020-06-01,0,0.14,0
2020-06-02,0,0.14,0
2020-06-03,1,0.14,0
2020-06-04,0,0.14,0
2020-06-05,0,0.14,0
2020-06-06,0,0.14,0
2020-06-07,0,0.14,0
2020-06-08,0,0.14,0
2020-06-09,0,0.14,0
2020-06-10,1,0.14,0
2020-06-11,0,0.29,0
2020-06-12,0,0.43,0
2020-06-13,0,0.57,0
2020-06-14,1,0.43,0
2020-06-15,1,0.57,0
2020-06-16,1,0.57,0
2020-06-17,0,1.0,0
2020-06-18,1,1.0,0
2020-06-19,0,1.0,0
2020-06-20,3,0.86,0
2020-06-21,1,1.0,0
2020-06-22,1,1.14,0
2020-06-23,0,1.14,0
2020-06-24,1,1.29,0
2020-06-25,2,1.29,0
2020-06-26,0,2.14,0
2020-06-27,4,2.43,0
2020-06-28,1,2.29,0
2020-06-29,7,2.71,0
2020-06-30,2,3.0,0
2020-07-01,0,2.57,0
2020-07-02,5,2.43,0
2020-07-03,2,1.71,0
2020-07-04,1,1.71,0
2020-07-05,0,2.14,0
2020-07-06,2,2.0,0
2020-07-07,2,2.43,0
2020-07-08,3,2.43,0
2020-07-09,4,3.14,0
2020-07-10,5,3.43,0
2020-07-11,1,4.29,0
2020-07-12,5,4.29,0
2020-07-13,4,4.57,0
2020-07-14,8,4.57,0
2020-07-15,3,4.43,0
2020-07-16,6,3.86,0
2020-07-17,5,4.14,0
2020-07-18,0,3.43,0
2020-07-19,1,3.29,0
2020-07-20,6,3.29,0
2020-07-21,3,3.0,0
2020-07-22,2,3.0,0
2020-07-23,6,2.86,0
2020-07-24,3,2.86,0
2020-07-25,0,3.71,0
2020-07-26,0,4.86,0
2020-07-27,6,5.0,0
2020-07-28,9,5.29,0
2020-07-29,10,5.43,0
2020-07-30,7,5.86,0
2020-07-31,5,6.57,0
2020-08-01,1,6.57,0
2020-08-02,3,6.43,0
2020-08-03,11,6.14,0
2020-08-04,9,6.57,0
2020-08-05,9,6.43,0
2020-08-06,5,6.14,0
2020-08-07,8,6.0,0
2020-08-08,0,5.43,0
2020-08-09,1,6.0,0
2020-08-10,10,7.86,0
2020-08-11,5,7.86,0
2020-08-12,13,8.43,0
2020-08-13,18,8.43,0
2020-08-14,8,7.57,0
2020-08-15,4,8.0,0
2020-08-16,1,6.43,0
2020-08-17,4,4.71,0
2020-08-18,8,4.57,0
2020-08-19,2,4.14,0
2020-08-20,6,4.57,0
2020-08-21,7,4.29,0
2020-08-22,1,4.57,0
2020-08-23,4,5.43,0
2020-08-24,2,5.86,0
2020-08-25,10,6.29,0
2020-08-26,8,6.86,0
2020-08-27,9,6.43,0
2020-08-28,10,7.0,0
2020-08-29,5,6.43,0
2020-08-30,1,6.14,0
2020-08-31,6,5.57,0
2020-09-01,6,4.71,0
2020-09-02,6,4.29,0
2020-09-03,5,4.57,0
2020-09-04,4,4.0,0
2020-09-05,2,3.86,0
2020-09-06,3,4.0,0
2020-09-07,2,4.57,0
2020-09-08,5,4.57,0
2020-09-09,7,4.57,0
2020-09-10,9,5.0,0
2020-09-11,4,5.57,0
2020-09-12,2,6.14,0
2020-09-13,6,6.43,0
2020-09-14,6,6.57,0
2020-09-15,9,7.71,0
2020-09-16,9,7.86,0
2020-09-17,10,7.71,0
2020-09-18,12,7.71,0
2020-09-19,3,7.29,0
2020-09-20,5,7.0,0
2020-09-21,6,5.86,0
2020-09-22,6,5.43,0
2020-09-23,7,5.57,0
2020-09-24,2,5.0,0
2020-09-25,9,5.0,0
2020-09-26,4,5.29,0
2020-09-27,1,6.14,0
2020-09-28,6,7.14,0
2020-09-29,8,7.43,0
2020-09-30,13,7.71,0
2020-10-01,9,8.29,0
2020-10-02,11,9.57,0
2020-10-03,6,12.43,0
2020-10-04,5,16.29,0
2020-10-05,15,21.43,0
2020-10-06,28,28.43,0
2020-10-07,40,33.57,0
2020-10-08,45,36.0,0
2020-10-09,60,45.14,0
2020-10-10,42,53.57,0
2020-10-11,22,61.0,0
2020-10-12,79,75.86,0
2020-10-13,87,83.43,0
2020-10-14,92,84.43,0
2020-10-15,149,91.86,0
2020-10-16,113,104.86,0
2020-10-17,49,118.71,0
2020-10-18,74,134.0,0
2020-10-19,170,146.0,0
2020-10-20,184,167.14,0
2020-10-21,199,175.86,0
2020-10-22,233,177.57,0
2020-10-23,261,205.86,0
2020-10-24,110,219.14,0
2020-10-25,86,235.0,0
2020-10-26,368,247.14,0
2020-10-27,277,257.57,0
2020-10-28,310,267.57,0
2020-10-29,318,265.86,0
2020-10-30,334,254.57,0
2020-10-31,180,256.71,0
2020-11-01,74,253.86,0
2020-11-02,289,248.57,0
2020-11-03,292,234.71,0
2020-11-04,290,230.14,0
2020-11-05,281,223.71,0
2020-11-06,237,222.43,0
2020-11-07,148,213.14,0
2020-11-08,29,208.14,0
2020-11-09,280,192.57,0
2020-11-10,227,188.86,0
2020-11-11,255,186.14,0
2020-11-12,172,190.14,0
2020-11-13,211,189.86,0
2020-11-14,129,189.29,0
2020-11-15,57,180.0,0
2020-11-16,278,182.71,0
2020-11-17,223,188.43,0
2020-11-18,190,174.86,0
2020-11-19,191,177.14,0
2020-11-20,251,164.0,0
2020-11-21,34,160.86,0
2020-11-22,73,161.86,0
2020-11-23,186,157.0,0
2020-11-24,201,146.86,0
2020-11-25,197,155.43,0
2020-11-26,157,153.14,0
2020-11-27,180,158.57,0
2020-11-28,94,155.71,0
2020-11-29,57,151.57,0
2020-11-30,224,161.14,0
2020-12-01,181,165.14,0
2020-12-02,168,166.57,0
2020-12-03,224,164.29,0
2020-12-04,208,176.29,0
2020-12-05,104,172.71,0
2020-12-06,41,190.86,0
2020-12-07,308,194.14,0
2020-12-08,156,205.14,0
2020-12-09,295,219.14,0
2020-12-10,247,225.14,0
2020-12-11,285,223.86,0
2020-12-12,202,244.14,0
2020-12-13,83,243.29,0
2020-12-14,299,238.43,0
2020-12-15,298,236.0,0
2020-12-16,289,224.0,0
2020-12-17,213,225.0,0
2020-12-18,268,219.29,0
2020-12-19,118,221.43,0
2020-12-20,90,211.71,0
2020-12-21,259,214.43,0
2020-12-22,313,187.0,0
2020-12-23,221,195.0,0
2020-12-24,232,190.0,0
2020-12-25,76,193.57,0
2020-12-26,174,184.0,0
2020-12-27,55,185.71,0
2020-12-28,284,176.57,0
2020-12-29,246,174.86,0
2020-12-30,233,175.57,0
2020-12-31,168,181.86,0
2021-01-01,64,178.14,0
2021-01-02,179,180.14,0
2021-01-03,99,180.43,0
2021-01-04,258,184.29,0
2021-01-05,260,198.43,0
2021-01-06,235,182.43,0
2021-01-07,195,179.71,0
2021-01-08,163,177.43,0
2021-01-09,67,161.43,0
2021-01-10,80,147.43,0
2021-01-11,242,135.86,0
2021-01-12,148,133.86,0
2021-01-13,137,135.43,0
2021-01-14,114,129.57,0
2021-01-15,149,113.43,0
2021-01-16,78,113.29,0
2021-01-17,39,107.86,0
2021-01-18,129,105.71,0
2021-01-19,147,100.43,0
2021-01-20,99,96.71,0
2021-01-21,99,94.43,0
2021-01-22,112,92.71,0
2021-01-23,52,83.14,0
2021-01-24,23,79.0,0
2021-01-25,117,75.43,0
2021-01-26,80,72.43,0
2021-01-27,70,67.29,0
2021-01-28,74,67.14,0
2021-01-29,91,67.71,0
2021-01-30,16,66.29,0
2021-01-31,22,64.43,0
2021-02-01,121,62.14,0
2021-02-02,70,57.86,0
2021-02-03,57,60.29,0
2021-02-04,58,61.57,0
2021-02-05,61,53.29,0
2021-02-06,33,49.0,0
2021-02-07,31,45.71,0
2021-02-08,63,43.57,0
2021-02-09,40,39.57,0
2021-02-10,34,37.71,0
2021-02-11,43,35.57,0
2021-02-12,33,32.29,0
2021-02-13,20,33.29,0
2021-02-14,16,33.86,0
2021-02-15,40,31.29,0
2021-02-16,47,31.29,0
2021-02-17,38,31.86,0
2021-02-18,25,31.0,0
2021-02-19,33,32.0,0
2021-02-20,24,31.71,0
2021-02-21,10,32.86,0
2021-02-22,47,33.86,0
2021-02-23,45,33.71,0
2021-02-24,46,34.0,0
2021-02-25,32,34.0,0
2021-02-26,32,34.43,0
2021-02-27,26,33.57,0
2021-02-28,10,35.86,0
2021-03-01,50,39.86,0
2021-03-02,39,43.14,0
2021-03-03,62,45.14,0
2021-03-04,60,48.14,0
2021-03-05,55,53.57,0
2021-03-06,40,59.0,0
2021-03-07,31,60.29,0
2021-03-08,88,61.0,0
2021-03-09,77,64.14,0
2021-03-10,71,65.43,0
2021-03-11,65,65.57,0
2021-03-12,77,64.43,0
2021-03-13,49,64.43,0
2021-03-14,32,65.14,0
2021-03-15,80,64.57,0
2021-03-16,77,62.71,0
2021-03-17,76,62.57,0
2021-03-18,61,63.43,0
2021-03-19,64,62.71,0
2021-03-20,48,61.86,0
2021-03-21,38,62.43,0
2021-03-22,75,68.0,0
2021-03-23,71,71.43,0
2021-03-24,80,72.86,0
2021-03-25,100,74.71,0
2021-03-26,88,76.43,0
2021-03-27,58,80.57,0
2021-03-28,51,84.57,0
2021-03-29,87,83.71,0
2021-03-30,100,75.57,0
2021-03-31,108,78.71,0
2021-04-01,94,78.57,0
2021-04-02,31,74.29,0
2021-04-03,80,79.71,0
2021-04-04,50,76.43,0
2021-04-05,57,84.29,0
2021-04-06,138,95.71,0
2021-04-07,85,96.29,0
2021-04-08,149,98.0,0
2021-04-09,111,109.14,0
2021-04-10,84,106.43,0
2021-04-11,62,106.0,0
2021-04-12,135,98.0,0
2021-04-13,119,96.14,0
2021-04-14,82,95.57,0
2021-04-15,93,93.43,0
2021-04-16,98,90.71,0
2021-04-17,80,85.86,0
2021-04-18,47,88.14,0
2021-04-19,116,90.14,0
2021-04-20,85,91.43,0
2021-04-21,98,90.14,0
2021-04-22,107,92.0,0
2021-04-23,107,90.71,0
2021-04-24,71,94.14,0
2021-04-25,60,93.57,0
2021-04-26,107,93.71,0
2021-04-27,109,92.57,0
2021-04-28,94,92.43,0
2021-04-29,108,91.86,0
2021-04-30,99,92.14,0
2021-05-01,70,90.71,0
2021-05-02,56,93.57,0
2021-05-03,109,90.57,0
2021-05-04,99,88.0,0
2021-05-05,114,88.29,0
2021-05-06,87,87.14,0
2021-05-07,81,85.43,0
2021-05-08,72,82.0,0
2021-05-09,48,77.57,0
2021-05-10,97,69.29,0
2021-05-11,75,65.0,0
2021-05-12,83,61.86,0
2021-05-13,29,60.0,0
2021-05-14,51,57.29,0
2021-05-15,50,58.29,0
2021-05-16,35,56.57,0
2021-05-17,78,63.57,0
2021-05-18,82,63.86,0
2021-05-19,71,63.0,0
2021-05-20,78,63.0,0
2021-05-21,53,55.57,0
2021-05-22,44,52.29,0
2021-05-23,35,48.43,0
2021-05-24,26,44.43,0
2021-05-25,59,44.71,0
2021-05-26,44,43.29,0
2021-05-27,50,40.86,0
2021-05-28,55,42.71,0
2021-05-29,34,41.71,0
2021-05-30,18,40.71,0
2021-05-31,39,37.43,0
2021-06-01,52,34.43,0
2021-06-02,37,32.14,0
2021-06-03,27,32.57,0
2021-06-04,34,31.14,0
2021-06-05,18,26.71,0
2021-06-06,21,24.0,0
2021-06-07,29,23.29,0
2021-06-08,21,20.43,0
2021-06-09,18,20.0,0
2021-06-10,22,17.86,0
2021-06-11,14,15.0,0
2021-06-12,15,13.0,0
2021-06-13,6,11.71,0
2021-06-14,9,9.0,0
2021-06-15,7,8.0,0
2021-06-16,9,6.0,0
2021-06-17,3,5.43,0
2021-06-18,7,5.14,0
2021-06-19,1,4.57,0
2021-06-20,2,4.14,0
2021-06-21,7,4.43,0
2021-06-22,3,3.86,0
2021-06-23,6,3.86,0
2021-06-24,5,4.86,0
2021-06-25,3,5.29,0
2021-06-26,1,6.14,0
2021-06-27,9,6.57,0
2021-06-28,10,6.43,0
2021-06-29,9,7.43,0
2021-06-30,9,8.43,0
2021-07-01,4,8.14,0
2021-07-02,10,9.43,0
2021-07-03,8,9.71,0
2021-07-04,7,10.71,0
2021-07-05,19,13.29,0
2021-07-06,11,13.86,0
2021-07-07,16,14.0,0
2021-07-08,22,14.29,0
2021-07-09,14,14.0,0
2021-07-10,9,17.0,0
2021-07-11,9,18.14,0
2021-07-12,17,19.29,0
2021-07-13,32,23.29,0
2021-07-14,24,27.43,0
2021-07-15,30,29.86,0
2021-07-16,42,33.57,0
2021-07-17,38,34.86,0
2021-07-18,26,39.43,0
2021-07-19,43,41.86,0
2021-07-20,41,41.57,0
2021-07-21,56,40.14,0
2021-07-22,47,41.0,0
2021-07-23,40,38.57,0
2021-07-24,28,37.43,0
2021-07-25,32,32.57,0
2021-07-26,26,31.29,0
2021-07-27,33,30.57,0
2021-07-28,22,31.57,0
2021-07-29,38,31.57,0
2021-07-30,35,35.29,0
2021-07-31,35,,0
2021-08-01,32,,0
2021-08-02,52,,0
2021-08-03,43,,0
2021-08-04,45,,0
2021-08-05,0,,0
